NAME	fibroblast	erythrocyte	professional antigen presenting cell	endothelial cell
Gstt3	73.8942901750516	1	1	1
Gtf2h1	1	1	48.3601019605726	1
Gtpbp1	1	1	107.391871830001	1
Gyg	1	1	121.21778199706	1
H2.Aa	241.595879833806	1	11992.3626927061	1
H2.Ab1	199.150266341664	1	16081.7793855176	1
H2.DMa	1	1	1185.21006332174	1
H2.DMb1	1	1	749.306920152752	1
H2.DMb2	1	1	560.260942198592	1
H2.Eb1	1	1	7364.34152308006	1
H2.M2	1	1	202.194261027739	1
H2.Oa	1	1	188.195824417306	1
H2.Ob	1	1	295.494025065618	1
H2.Q6	1	1	249.601193719561	317.560320793813
H2.T24	1	1	1	95.1873247978687
Haao	1	1	79.7601570784039	1
Hat1	1	1	65.444088402105	1
Haus8	1	1	128.460759816753	1
Havcr2	1	1	90.2705509782987	1
Hba.a1	1	8567.89954729395	1	1
Hba.a2	1	41.3197964269238	1	1
Hbb.b1	1	22795.5894431463	1	1
Hbb.b2	1	153.824720737482	1	1
Hbegf	1	1	1	92.0860076085017
Hck	1	1	242.35414057274	1
Hcls1	1	1	252.216339240243	1
Hecw2	1	1	1	73.1190672730856
Hepacam2	1	1	118.051524327918	1
Herc4	1	1	68.526123692713	1
Herc6	1	1	1	88.6125772950063
Hes1	18.4942713649778	1	1	160.274311422747
Hhex	1	1	1	84.3569502955736
Hip1	1	1	1	153.291202635119
Hipk2	1	1	1	82.2607541888509
Hmgcs2	222.192183716386	1	1	1
Hmha1	1	1	244.997912391864	1
Hmox1	1	1	67.4078981126476	1
Hp	362.878513194227	1	1	1
Hpgd	1	1	71.7184441680035	1
Hrct1	1	1	1	120.84585909716
Hsd11b1	81.5173398826483	1	1	1
Hsdl1	1	1	141.992057293132	1
Hsdl2	1	1	60.9477795614835	1
Hspa12b	1	1	1	184.116352945478
Hspa14	1	1	64.4801589519421	1
Hspa1b	1	1	62.0892926864049	1
Hspa4l	94.6719981082463	1	1	1
Hspb1	232.115964171212	1	1	1079.19571927729
Hspb8	116.327398964232	1	1	1
Htra1	394.973336669977	1	1	1
Htra3	640.372379510753	1	1	1
Hvcn1	1	1	138.315472965468	1
Hyal2	62.8213221147598	1	1	375.879073738032
Hydin	1	93.6770537316511	1	1
Ica1	1	1	1	129.093212093192
Icam2	1	1	1	700.366997727728
Id1	119.280382995476	1	1	469.948886696815
Id3	546.764717018946	1	1	1520.10568231404
Idh2	116.434703745972	1	1	1
Ifi204	72.8011532475644	1	1	1
Ifi30	64.5166324117403	1	817.459077038784	1
Ifi44	1	1	1	499.231314496308
Ifi47	1	1	59.5202934324712	199.284835607041
Ifih1	43.0755370681738	1	1	162.280064888954
Ifit1	1	1	1	241.859587705062
Ifit2	49.324942158421	1	1	189.403999561042
Ifit3	47.8998909005926	1	1	194.968572770787
Ifitm1	256.004904015234	1	1	1
Igf1	293.088327030291	1	1	1
Igf2r	89.2715259855952	1	1	1
Igfbp3	1	1	1	896.372490548499
Igfbp5	1099.58329702985	1	1	639.704790884599
Igfbp6	1444.35570460521	1	1	1
Igfbp7	1499.0976866121	1	1	1455.89046216843
Igsf10	127.688284367104	1	1	1
Igsf3	78.2504119011793	1	1	1
Igsf6	1	1	87.7366953219382	1
Igsf8	72.7704192294511	1	1	1
Igtp	34.8415152140161	1	1	160.81618735221
Iigp1	1	1	1	253.035739940346
Ikbip	131.294838131292	1	1	1
Ikbkb	1	1	93.1590301281817	1
Il10ra	1	1	78.8943726986686	1
Il11ra1	610.013641928484	1	57.7403852668824	1
Il15ra	1	1	96.1228318762873	1
Il16	1	1	101.232413958248	1
Il17rc	78.8120465364101	1	1	1
Il1r1	170.096380053921	1	1	1
Il21r	1	1	181.072022361711	1
Il2rg	1	1	399.436391352691	255.47527231124
Il6ra	1	1	76.9036861551129	1
Il6st	285.618529562632	1	1	61.2549547046747
Ildr2	83.8976093348183	1	1	1
Impad1	76.2606033176852	1	1	1
Impdh1	1	1	1	81.4574807828426
Inmt	926.430057487624	1	1	1
Inpp5d	1	1	95.449239455266	1
Ins2	1	22.8026148973681	1	1
Insr	1	1	1	289.523045638461
Ipo11	1	1	1	101.75837521278
Ipo4	76.3227399721944	1	1	1
Irak4	1	1	89.8652771729303	1
Irf5	1	1	332.697367963081	1
Irf8	1	1	673.508779323908	75.2183328426003
Irx3	1	1	1	83.1822643430234
Isca1	38.9367429712717	686.118742410791	65.5892030857302	79.6701710155005
Isg20	1	956.251846883721	1	1
Islr	613.918571344799	1	1	1
Itch	1	1	92.5765635355526	1
Itga1	1	1	1	222.497885561263
Itga4	1	1	110.405701822133	1
Itga6	1	1	1	156.190690392599
Itgae	1	1	117.376171812387	1
Itgal	1	1	64.7285070317286	1
Itgax	1	1	94.8630083211678	1
Itgb2	1	1	414.122729408098	1
Itgb4	94.3863491431863	1	1	1
Itgb7	1	1	360.444900810721	1
Itgbl1	218.977544906589	1	1	1
Itih5	207.508047066948	1	1	1
Itm2a	200.125653087745	1	1	1
Itpkb	1	1	1	101.969917785759
Itpr2	1	1	1	85.6898771004772
Itprip	1	1	1	97.1105871186276
Itpripl1	1	1	125.983685492618	229.885429063959
Jak2	1	1	112.568975737339	1
Jak3	1	1	1	91.8747119648427
Jam2	43.8118563893334	1	1	768.030232069414
Jup	96.3333774788737	1	48.1323775921192	714.490030960474
Kank3	1	1	1	350.014083086221
Kazald1	80.4360492464613	1	1	1
Kcnj8	102.667991884972	1	1	1
Kctd12b	1	1	1	132.174349654602
Kdelc2	135.53279212483	1	1	1
Kdelr3	121.030485529497	1	1	1
Kdr	1	1	1	2061.62286477037
Kitl	57.4300909171507	1	1	393.845606664999
Klf4	123.21158286405	1	1	229.519760062548
Klf7	28.2291467230925	1	1	167.693611196301
Klf9	158.945843425452	1	1	232.784878974975
Klhdc2	84.068516072205	1	1	1
Klrd1	1	1	72.3191279932542	1
Kmo	1	1	103.756466220867	1
Kpna2	1	1	115.807848277991	1
Krt15	589.619161230753	1	1	1
Krt18	225.771378346859	1	1	1
Krt19	514.266424805222	1	1	1
Krt5	254.142726453519	1	1	1
Krt7	171.382253241703	1	1	1
Krt8	249.223241239196	1	1	1
LOC545261	1	1	1	62.810095722745
Lama2	156.752438823223	1	1	1
Lamb1	211.410465750442	1	1	1
Lamb2	280.481199234313	1	1	76.0813477099295
Lancl1	105.345053625916	1	1	1
Laptm5	1	1	1529.27307914663	1
Lass4	1	1	1	105.708543317974
Lat2	1	1	97.9581341568004	1
Lbp	75.0066968256961	1	1	1
Lcp1	1	1	1096.60136136971	1
Lcp2	1	1	102.261891312365	1
Ldb2	1	1	1	137.150290754166
Ldhb	288.382576461177	1	1	1
Lect1	307.429621347827	1	1	1
Lepre1	80.7482179029322	1	1	1
Leprel2	147.24803626094	1	1	1
Leprel4	85.3193275309314	1	1	1
Lgals1	2051.44338671963	1	355.698062548993	1
Lgals3	128.928825429276	1	394.702699185577	1
Lhfp	507.103282495055	1	1	1
Lifr	97.5273473325079	1	52.2591251389584	800.456084471138
Lig1	1	1	102.290151359505	1
Lilrb3	1	1	137.098557281353	1
Lilrb4	1	1	62.0947508567522	1
Lima1	143.029039514915	1	1	209.148420691608
Limch1	1	1	1	255.49088379487
Limd2	1	1	217.575512072986	1
Limk2	80.3182760388247	1	1	1
Lims2	168.350948405642	1	1	1226.58512318756
Lmbr1	72.0352117782929	1	1	1
Lmcd1	1	1	1	205.768922600737
Lmnb1	1	1	65.1212452303832	1
Lmo2	1	1	30.0887823578822	263.523401892036
Lnx1	1	1	1	131.070813988769
Loxl1	431.038386391315	1	1	1
Loxl2	109.003739528507	1	1	1
Loxl3	133.709688914238	1	1	1
Lpar1	208.603222805201	1	1	1
Lpar6	1	1	1	144.97928338325
Lphn2	1	1	1	85.7601292042728
Lpl	288.366211359047	1	1	936.297746441672
Lpxn	1	1	157.720137514869	1
Lrg1	1	1	1	420.848189295141
Lrmp	1	1	93.1776598357707	1
Lrp1	362.584726633261	1	1	1
Lrrc17	308.324771460507	1	1	1
Lrrc25	1	1	59.4322660215283	1
Lrrc32	1	1	1	91.513828293025
Lrrc3b	1	1	1	105.611969730996
Lrrc8a	45.1921131382705	1	1	263.624420290588
Lrrc8c	1	1	79.0542919030766	216.993461724921
Lrrk1	1	1	127.650894044239	1
Lrrn4cl	104.049213930175	1	1	1
Lsp1	114.911157885245	1	3290.86373018736	1
Ltb	1	1	168.263813206374	1
Ltbp1	430.99401775771	1	1	1
Ltbp3	175.990773784551	1	1	1
Ltbp4	502.370030120351	1	1	407.997692119457
Lum	701.116148538574	1	1	1
Luzp1	55.0740189060157	1	1	215.321405204357
Ly6c1	622.439631066758	1	1	5576.96210865996
Ly6d	1	1	257.328192173219	1
Ly86	1	1	381.275882701738	1
Ly9	1	1	107.483521291498	1
Lypd2	99.2342110868263	1	1	1
Lyst	1	1	84.1016018903765	1
Lyz2	1	798.547190101353	6033.30906439633	1
Mafb	1	1	154.258017675843	1
Maged2	243.962813054679	1	1	1
Mal	1	1	1	79.6805317660505
Mal2	101.488017268018	1	1	1
Man2b2	122.473496946229	1	1	1
Map4k1	1	1	117.297107047309	1
Mapk12	1	1	1	93.9853667616452
March2	188.534813271926	1041.40558923702	136.174481235562	221.846133403116
Marcksl1	1	1	244.595016258488	73.0758033939685
Mark2	1	1	61.6154230235617	1
Mars	1	1	83.2608664796421	1
Matn2	128.655893643563	1	1	1
Mboat7	1	1	57.2267166426805	1
Mbtps1	76.7744738197905	1	1	1
Mcam	1	1	1	150.904972304429
Mcc	1	1	1	192.441884375689
Mcf2l	1	1	1	74.6486875708732
Mcm4	1	1	54.3498567275715	1
Mcm5	1	1	133.067780262308	1
Mcm6	1	1	115.692590767202	1
Mcm7	1	1	72.2940980378269	1
Mdm2	1	1	60.6856668532304	1
Mdp1	1	1	60.6436330615424	1
Med15	1	1	122.232558823357	1
Mef2a	51.0316383897686	1	1	239.770041300567
Meis1	69.3717000864629	1	1	1
Meis2	17.8885949937992	1	1	114.957774373127
Meox2	1	1	1	173.268820792174
Mettl7a1	170.031132899413	1	1	1
Mfap1a	1	1	1	53.7644327714958
Mfap2	122.252298879419	1	1	1
Mfap4	1024.89713354841	1	1	1
Mfap5	1447.39733079221	1	1	1
Mfng	1	1	1	89.0123853151536
Mgat4a	87.5407886279667	1	1	1
Mgl2	1	1	451.604449944014	1
Mgll	72.2569897221875	1	1	1139.06004367866
Mgst1	405.493808168386	1	1	83.5445784716372
Mgst3	1	1	1	49.72111273393
Mkl2	60.6068624739142	1	1	162.178643019013
Mkrn1	49.6546984144805	2237.37058236241	205.042722445071	60.8398519100035
Mllt4	48.1155812516568	1	1	210.106156225985
Mlx	1	1	1	57.4063644817842
Mlxip	1	1	1	65.4142959589773
Mmp14	204.510069948928	1	1	1
Mmp2	1275.08168536565	1	1	1
Mmp23	353.584159544989	1	85.1100252708408	1
Mmrn2	1	1	1	759.099135973775
Mob3a	1	1	289.51268308103	1
Morc3	1	1	87.4503367648503	1
Mpeg1	1	1	382.18154802898	1
Mprip	118.40509522523	1	1	252.792915056278
Mpzl1	1	1	1	298.314554721908
Mrc1	1	1	211.192433448526	1
Mrc2	87.8499070915735	1	1	1
Mreg	1	1	90.7118481389101	1
Ms4a1	1	1	167.845571464526	1
Ms4a4c	1	1	106.082317467025	1
Ms4a4d	101.697362000079	1	1	1
Ms4a6b	1	1	158.490474982977	1
Ms4a6c	1	1	222.169699678853	1
Ms4a6d	1	1	141.412422666251	1
Mt2	133.466576399135	1	1	1
Mtap1a	73.2966879111052	1	1	1
Mthfd2	1	1	84.1959138062062	1
Mthfs	1	1	81.8352577075	1
Mtmr2	1	1	1	55.9012978916345
Mtus1	1	1	1	105.730067521853
Mtx2	1	1	53.3815892204189	1
Mustn1	98.2273349072705	1	1	1
Mxd1	1	1	149.307469741937	1
Mxra7	74.454693480824	1	1	1
Mxra8	646.049110838542	1	1	156.324565220438
Mybbp1a	1	1	100.652346117638	1
Myct1	1	1	1	178.040916813361
Myl9	596.074478421542	1	1	1
Mylip	1	1	1	233.315697195713
Myo10	1	1	1	220.833766197744
Myo18a	1	1	1	144.140438339612
Myo1b	1	1	1	90.7084756634358
Myo1f	1	1	134.610204201268	1
Myo1g	1	1	429.550166186842	1
Myo6	1	1	1	168.990690983733
Myo9b	1	1	107.658772783619	1
Myof	124.572837184755	1	1	1
N4bp1	1	1	1	52.7170888981761
N4bp2l1	1	1	157.512875791736	1
Naaa	100.063555951162	1	549.99287299915	1
Naga	70.3161812871878	1	264.100335913885	1
Nans	1	1	82.3402827788193	1
Napsa	1	1	435.639434898733	1
Nbl1	508.629040492778	1	1	1
Nbr1	81.2688005970548	1	1	1
Ncf1	1	1	135.242120082806	1
Ncf2	1	1	136.339367652874	1
Ncf4	1	1	190.208186563883	1
Nckap1l	1	1	143.857052072328	1
Ncoa1	72.9336643655415	1	1	1
Ncoa4	16.3896213012843	81.8280597572592	1	1
Ndn	170.555849031743	1	1	1
Ndrg1	126.092662158001	1	1	213.625598057695
Ndrg2	139.308986733873	1	1	1
Nedd9	1	1	1	115.466595655153
Nek6	1	1	103.39906200823	1
Nelf	80.9886276577892	1	1	1
Nes	1	1	1	121.676756000879
Net1	81.6303713284895	1	362.240265864108	1
Nf2	1	1	1	56.7321046313691
Nfib	439.696382968994	1	1	296.985232554967
Nfix	186.871407588131	1	1	1
Nfkb2	1	1	138.07229082203	1
Nfkbib	1	1	143.372363205712	1
Ngdn	1	1	82.2000331102197	1
Nhsl2	1	1	1	55.2283555931317
Nid1	849.8645741939	1	1	181.570452564064
Nin	1	1	1	54.8318450319483
Nkain4	383.669601530944	1	1	1
Nme3	75.697661899358	1	1	1
Nnmt	80.63521879485	1	1	1
Nop14	1	1	107.794332271226	1
Nos3	1	1	1	135.856247966586
Notch1	60.0181768671722	1	1	322.070770037708
Notch4	1	1	1	65.5751587797801
Nov	73.8457081386349	1	1	1
Npr2	79.4572649959376	1	1	1
Npr3	1	1	1	229.888930612958
Nr1d1	170.524582658365	1	1	1
Nrp1	164.683713952389	1	107.583883110366	2271.92872305905
Ntn1	82.5138448698771	1	1	1
Ntrk2	173.16780920203	1	1	1
Nuak2	1	1	79.0440603346744	1
Nubp1	1	1	61.3460756601398	1
Nudt17	1	1	228.855728900357	1
Nup54	1	1	81.608921791681	1
Nup85	1	1	76.1857807526361	1
Nup93	1	1	83.3800729145889	1
Nupr1	233.325021682015	1	1	1
Oaf	135.603208735473	1	1	1
Oas1a	1	1	1	100.709263787775
Oasl2	21.5724710650429	1	1	161.40598952546
Ogfrl1	1	1	141.221919241302	1
Ogn	577.977489035787	1	1	1
Olfm1	1	1	79.0187535028058	1
Olfml2b	371.345708505351	1	1	1
Olfml3	498.427888052616	1	1	1
Omd	153.203641031374	1	1	1
Oplah	77.6675816390402	1	1	1
Osr1	162.679492988518	1	1	1
P2ry6	1	1	114.655370642067	1
P4ha2	65.9690321665079	1	1	1
Pak1	1	1	105.801657369044	1
Palm	49.8395110076997	1	1	208.699073730797
Palmd	1	1	1	234.571472929772
Pam	330.424539769164	1	1	125.381197174572
Pamr1	67.2587960138987	1	1	1
Paqr4	1	1	1	72.0086679610069
Pard3	199.033155436731	1	1	1
Parn	68.6647757329211	1	1	1
Parp1	1	1	74.7566246548321	1
Parp3	96.713535987625	1	1	1
Parvg	1	1	115.084209506743	1
Pbx1	141.926098143613	1	1	337.698290456905
Pcdh17	1	1	1	121.984074681654
Pcgf5	1	1	86.1484822458649	1
Pcolce	982.4711262646	1	1	1
Pcolce2	427.352471958101	1	1	1
Pcsk5	81.3101431792346	1	1	1
Pcsk6	202.774295131344	1	1	1
Pcyt2	1	1	69.4815912184546	1
Pde2a	1	1	1	276.704382105969
Pdgfb	1	1	1	150.899234431804
Pdgfd	1	1	1	58.6881834746519
Pdgfra	205.871068232347	1	1	1
Pdgfrb	87.2992687349292	1	1	1
Pdgfrl	162.292270239414	1	1	1
Pdia5	27.9958010720377	1	1	212.98647844721
Pdlim4	138.845985196312	1	1	1
Pdpn	219.303287085056	1	1	1
Pecam1	1	1	1	1295.17964375895
Penk	340.020264276203	1	1	1
Pepd	43.5268920489978	1	232.527857732309	1
Perp	168.17598804724	1	1	1
Pes1	1	1	77.2500448694526	1
Pf4	1	1	214.34522506614	1
Pfkfb3	1	1	95.4694759282093	1
Pgap2	1	1	104.911200124824	1
Pgcp	369.12051326446	1	97.3978250201558	1
Pglyrp1	1	1	75.9605211176814	1
Phf11	1	1	105.225766313479	1
Phlda3	122.392211980466	1	1	1
Pi16	2384.45028506842	1	1	1
Pik3ap1	1	1	66.8999766035671	1
Pik3r2	69.4249922446608	1	1	1
Pik3r3	1	1	1	75.478917189893
Pik3r5	1	1	111.770342296863	1
Pim3	57.458051971368	1	1	262.809607925008
Pip5k1c	1	1	64.1134163653593	1
Pitpnc1	1	1	1	265.946836441664
Pja1	95.6875312746609	1	1	1
Pkib	1	1	73.7838080672462	1
Pkp3	1	1	118.904722495426	1
Pkp4	1	1	1	142.364338488977
Pla1a	241.712878110555	1	1	1
Plaur	1	1	1	88.1561824618035
Plbd1	1	1	1466.38908338341	1
Plcb1	1	1	1	78.7325673587407
Plcb4	1	1	1	182.277286614582
Plcg1	1	1	1	86.5687319439032
Plcg2	1	1	97.6879486855031	1
Pld4	1	1	517.959936053397	1
Plek	1	1	150.161040847862	1
Plekha3	66.0959819606361	1	1	1
Plekhf1	66.1241284130829	1	1	1
Plekhg1	1	1	1	98.2585043134167
Plk1s1	76.347307875595	1	1	1
Plk2	1	1	1	231.511226395652
Plod1	72.4377243594755	1	1	285.272030663626
Plod2	63.9385671706696	1	1	1
Plscr2	1	1	1	323.559659121716
Plvap	1	1	1	1971.79238996461
Plxdc2	460.188620296407	1	63.1615247078191	1
Plxna2	1	1	1	103.182408845759
Plxnc1	1	1	76.6747470190302	1
Plxnd1	1	1	1	79.5025484458388
Pmaip1	1	1	217.053849288309	1
Pmepa1	81.9052639055206	1	1	1
Pmp22	780.448328782218	1	1	221.585814096905
Pmpca	1	1	65.7446409474151	1
Podn	100.635383424625	1	1	1
Podxl	1	1	1	440.73909587831
Pola2	1	1	1	109.414574050521
Poldip2	76.1891170765558	1	1	1
Polr3c	1	1	103.372651938717	1
Polr3gl	1	1	1	41.2134130627777
Pon3	90.1078692835927	1	1	1
Postn	403.993575716294	1	1	1
Ppa2	73.463462215045	1	1	1
Ppap2a	203.218262299544	1	1	3668.59962810888
Ppap2b	1231.43272727298	1	1	3220.84179030012
Pparg	1	1	1	141.047760865047
Ppfia4	1	1	95.9261025920348	1
Ppm1f	1	1	1	71.8186715518465
Ppm1k	1	1	81.1560305003245	1
Ppm1m	1	1	128.339372065507	1
Ppp1r13b	1	1	1	73.7999950666964
Ppp1r15b	1	1	1	77.229983440868
Ppp1r16b	1	1	1	189.837567560139
Ppp4r1	1	1	67.666469622864	1
Prelp	335.322033673612	1	1	1
Prex1	1	1	106.184046289115	1
Prex2	1	1	1	181.587222100451
Prkcb	1	1	162.949486461771	1
Prkcd	1	1	154.338607229476	1
Prkcdbp	464.767678871722	1	1	491.582618396459
Prkch	1	1	1	169.09547334752
Prpf3	1	1	55.6025477291646	1
Prpf31	1	1	68.5536929738321	1
Prrx1	162.072890633779	1	1	1
Prss23	372.809996148514	1	1	1
Ptger4	1	1	81.2538547862572	1
Ptges	66.4361845974571	1	1	1
Ptgfr	181.080946971605	1	1	1
Ptgfrn	89.7891843988966	1	1	1
Ptgis	587.609765472622	1	1	1
Ptp4a3	1	1	77.5208864176165	261.986646559927
Ptpn18	1	1	190.13623972163	1
Ptpn2	1	1	81.5443544207189	1
Ptpn22	1	1	67.825425686605	1
Ptpn6	1	1	475.834682965231	1
Ptpn7	1	1	68.3979970933592	1
Ptprb	1	1	1	1107.26798465321
Ptprc	1	1	356.301576777707	1
Ptprcap	1	1	169.782631870671	1
Ptprf	195.432085680548	1	1	1
Ptprg	1	1	1	162.473639535352
Ptprm	1	1	1	97.5777652026367
Ptpro	1	1	62.2505637912824	1
Ptprr	1	1	1	101.187691940991
Ptpru	1	1	1	190.57050501401
Ptrf	626.892963387746	1	1	2048.89795409081
Pvrl2	33.7503392230757	1	1	129.093184412757
Pydc3	1	1	1	66.5087741030958
Pygb	63.9760346284603	1	1	1
Pyhin1	1	1	127.421199384421	1
Qrich1	1	1	60.8565537412953	1
R3hdm1	1	1	1	67.9734545602157
Rab32	1	1	177.823315415591	1
Rab34	131.401263793679	1	1	1
Rab8b	1	1	92.0333093933375	1
Rabggta	1	1	58.3205285724649	1
Rac2	1	1	653.669573435241	1
Ramp1	1	1	80.3796780535232	1
Ramp2	108.260508564591	1	1	708.249441612615
Ramp3	1	1	1	353.758069678285
Rapgef2	1	1	1	79.5541499765775
Rapgef3	1	1	1	147.154750907893
Rapgef4	1	1	1	51.6554469855626
Rapgef5	1	1	1	77.9541302941199
Rarb	1	1	1	72.4774709175482
Rarres2	523.192501694987	1	1	1
Rasa4	1	1	94.9619939255982	1
Rasal2	1	1	1	121.216741897484
Rasal3	1	1	72.6869788801503	1
Rasd1	1	1	1	138.814585007629
Rasgrp3	1	1	28.3851583680554	248.739574165357
Rasip1	1	1	1	438.861775995438
Rassf1	1	1	1	147.475887392542
Rassf4	1	1	248.322007989733	1
Rbfox2	109.220370836372	1	1	1
Rbms3	182.809720642091	1	1	1
Rbp1	314.174384516854	1	1	1
Rbp7	1	1	1	137.224704900584
Rcn1	280.6195317496	1	1	77.658411637933
Rcn3	644.188488141086	1	1	63.1266685218659
Rdbp	1	1	69.2581545585392	1
Reg3g	192.546847820523	1	1	1
Relb	30.6438269166701	1	391.034211641776	1
Rell1	1	1	1	71.2674933011834
Rfc2	1	1	109.6181785911	1
Rgl1	1	1	1	127.462947144551
Rgl2	1	1	1	60.1805208009026
Rgs1	1	1	511.402015703749	1
Rgs10	1	1	164.660527174516	1
Rgs19	1	1	135.972219768713	1
Rgs2	1	1	136.018487663656	1
Rgs3	1	1	1	56.271534398168
Rhob	42.7846589425213	1	1	203.481386266555
Rhoj	212.854634613984	1	1	269.902484882972
Rhot1	1	1	84.4687133060013	1
Rif1	69.499253890242	1	1	1
Riok3	41.2436312288024	178.930355595737	66.8088471534464	1
Ripply3	1	1	1	103.487869073953
Rnase4	731.373649254973	1	1	80.5397309733086
Rnase6	1	1	186.05415124117	1
Rnf10	69.8261998909926	223.497780088166	49.2809539429113	52.4059618003407
Rnf125	1	1	1	212.159122173079
Rnf139	91.9342119682215	1	1	1
Rnf144a	44.0677332062948	1	1	176.71578835838
Rnf19b	1	1	126.433347657686	1
Rnf216	1	1	1	98.934864141085
Robo4	1	1	1	387.590754717803
Rogdi	1	1	430.802277475283	1
Rpa1	1	1	132.480200037306	1
Rps6ka1	1	1	125.633071652018	1
Rrs1	76.1681246287427	1	1	1
Rsad2	1	256.503453697524	1	835.815903066842
Rtp3	1	1	1	86.1186825163219
Rtp4	1	1	1	215.907454742056
Ryr1	1	1	54.9145525820981	1
S100a16	314.645749899085	1	1	598.026803714672
S100a4	75.6009754522976	1	288.014216634031	1
S1pr1	1	1	1	884.638383827791
Samsn1	1	1	240.905186230056	1
Sash3	1	1	209.48853097098	1
Sbno2	1	1	104.105560817949	1
Scara3	389.557698069576	1	1	1
Scara5	497.656732241982	1	1	1
Scarb1	1	1	1	552.985963468152
Scarf1	1	1	1	119.587349236254
Scd1	277.720095914372	1	1	1
Scgb1a1	347.76670520509	1	1	1
Scgb3a2	116.048972222355	1	1	1
Scn7a	129.561777199952	1	1	1
Sdc1	170.458211592448	1	1	1
Sdc2	306.021961589708	1	1	1
Sdc4	627.604549042219	1	166.188504239405	1
Sdccag3	1	1	1	101.904249915772
Sdf2l1	45.2066787235809	1	209.823583105919	1
Sdhaf2	1	1	117.04927745447	1
Sdpr	319.462716913383	1	1	1436.08941258224
Sec14l3	88.0682165712899	1	1	1
Sec24d	98.3803684969306	1	1	1
Selenbp1	417.591312577307	1	1	1
Sell	1	1	90.7551548825976	1
Selplg	1	1	982.719303413523	1
Sema3b	137.858476190454	1	1	1
Sema3c	160.867032714763	1	1	1
Sema3f	1	1	1	75.4014511270313
Sema4a	1	1	112.111198008884	1
Sema5a	72.4716125674743	1	1	1
Sema6a	1	1	1	111.244229162282
Sema7a	1	1	1	111.024000843198
Senp1	1	1	116.20328460074	1
Sepn1	83.9653077064678	1	1	1
Sept10	1	1	1	50.5494982119469
Sept4	1	1	1	309.760298068971
Sept6	1	1	174.87046071633	1
Sept9	1	1	77.9157608935834	1
Serpina3g	1	1	125.631155121589	1
Serpina3n	91.5303440038145	1	1	1
Serpinb6b	1	1	182.856306514101	1
Serpine2	195.653912974213	1	1	1
Serpinf1	1781.78507650567	1	1	1
Serping1	3225.83112754506	1	1	1
Sertad1	1	1	1	142.863569037687
Sertad2	1	1	1	104.813980142842
Sfn	98.0824794449306	1	1	1
Sfpi1	1	1	339.66115364142	1
Sfrp1	204.184023711019	1	1	1
Sfrp2	120.733525444346	1	1	1
Sfrp4	941.109433818997	1	1	1
Sgk1	130.001362896079	1	53.0869751043746	1489.01188795371
Sh2b3	1	1	1	48.122669030993
Sh2d3c	1	1	67.0646739677757	317.166579279643
Sh3bp1	1	1	100.563772830598	1
Sh3bp5	37.0382137046711	1	1	286.843800313681
Sh3d19	94.7697383281958	1	1	1
She	1	1	1	176.768671990082
Sigirr	1	1	23.9050681530103	161.45479814205
Sirt7	1	1	139.204573627292	1
Sla	1	1	134.870831582551	1
Slamf7	1	1	294.88094975989	1
Slamf8	1	1	112.789540780366	1
Slamf9	1	1	211.73947108438	1
Slc10a6	76.8905813219134	1	1	1
Slc12a4	75.6201176564368	1	1	1
Slc15a2	128.20841187223	1	1	1
Slc16a2	87.1064768276036	1	1	1
Slc1a5	259.423555036588	1	49.1824790123107	1
Slc25a37	1	929.410737132693	1	1
Slc25a39	154.877206274284	1450.79011400199	166.24124211469	156.798486078175
Slc28a2	1	1	1	62.0198127929
Slc2a6	1	1	88.8531525950854	1
Slc43a3	511.905246677391	1	1	1025.13865435104
Slc44a1	116.775307947583	1	1	1
Slc46a3	1	1	125.616356038712	1
Slc9a3r1	1	1	82.3889463942806	1
Slc9a3r2	39.5571878656749	1	1	1739.78674709097
Slfn5	51.5845312944526	1	1	432.543085207252
Slit3	124.865810302268	1	1	1
Smad7	1	1	1	40.6580783726309
Smagp	1	1	1	72.6442803612049
Smg7	1	1	1	59.9459707971746
Smo	99.6731941074422	1	1	1
Smoc2	390.105567090235	1	1	1
Snca	1	2721.92536272384	1	1
Sncaip	1	1	1	79.3653355264649
Sncg	1	1	1	53.247815898381
Snrk	62.3373415429553	1	49.7856956002851	909.928228173367
Snrnp25	1	1	85.0644500879931	1
Snx10	1	1	89.388108705936	1
Snx13	1	1	1	62.6163821874285
Snx20	1	1	137.271777432568	1
Snx21	87.8421002275759	1	1	1
Sod3	700.737658602445	1	1	1
Sorbs1	54.3412991011027	1	1	279.042869240247
Sowahc	1	1	59.0556163387244	1
Sox17	1	1	1	279.68334446258
Sox18	1	1	1	916.862892321104
Sox7	1	1	1	79.676267437277
Sox9	77.6038063298355	1	1	1
Sp140	1	1	47.784797184602	1
Sparcl1	384.829595360839	1	1	1269.53987385308
Spib	1	1	137.036366676051	1
Spint1	1	1	61.0166785725181	1
Spon1	73.9118728773125	1	1	1
Spon2	238.681993748967	1	1	1
Spry4	1	1	1	92.1381895689219
Srpx	196.767628304225	1	1	1
Ssbp2	85.5952152666612	1	1	1
Sspn	69.7500294584927	1	1	1
St3gal6	1	1	1	173.525029418107
St6galnac2	1	1	1	118.246056986117
St8sia4	1	1	69.2375439291676	1
Stam2	117.813034261826	1	1	1
Stard3	1	1	75.7729761676215	1
Stard8	1	1	1	84.1432276636009
Stbd1	149.401378998123	1	1	1
Steap3	78.5230493179576	1	1	1
