NAME	monocyte	T cell	hematopoietic stem cell	granulocyte	erythrocyte	B cell	macrophage	Fraction A pre-pro B cell
Cd180	1	1	1	1	1	1	41.001101923233	1
Cd19	1	1	1	1	1	201.732139987501	1	453.14170369288
Cd1d1	1	1	1	1	1	52.8890759799758	1	233.043315841734
Cd2	1	411.864166178317	1	1	1	99.0070307003529	1	1
Cd200	1	1	1	1	1	1	121.354822081779	1
Cd209a	178.29960119081	1	1	1	1	1	278.304707170545	1
Cd209d	1	1	1	1	1	1	257.226154754754	1
Cd22	1	1	1	1	1	58.6356674749229	1	1
Cd226	1	45.1139785186542	1	1	1	1	1	1
Cd247	1	135.3175950968	1	1	1	1	1	1
Cd24a	84.2372382089993	1	1256.02565842242	961.502875588473	1720.01794964812	2690.80960246715	112.800466640378	1297.27315940773
Cd27	1	197.735762638297	1	1	1	1	1	1
Cd28	1	124.275122838005	1	1	1	1	40.6988900093133	1
Cd2bp2	1	1	34.0284519532875	1	1	73.8762119204896	1	1
Cd300a	285.917703685269	1	46.7553801920162	51.1097761286565	1	1	126.520794565012	1
Cd300c	1	1	1	1	1	1	339.902669759178	1
Cd300lb	66.8182969212995	1	1	71.8308388635685	1	1	1	1
Cd300lf	1	1	1	107.430459016901	1	1	53.9259929276299	1
Cd300lg	59.5035495369033	1	1	1	1	1	1	1
Cd302	191.242314010746	1	1	1	1	1	1	1
Cd33	1	1	1	80.8003651727495	1	1	1	1
Cd34	1	1	41.9466308718876	1	1	1	1	1
Cd36	1	1	1	1	214.238903434021	1	1	43.1625575553772
Cd38	1	1	1	1	1	97.6551023468434	1	1
Cd3d	1	1068.86876311559	1	1	1	1	1	1
Cd3e	1	231.690358667923	1	1	1	1	1	1
Cd3eap	1	1	20.9862187855983	1	1	1	1	1
Cd3g	1	813.312905913018	1	1	1	1	1	1
Cd4	1	1	1	1	1	1	198.137473128483	1
Cd44	201.703260229861	108.694596072771	106.546935500732	243.147528271336	1	62.7675357915804	285.931837341974	1
Cd5	1	49.0325740554482	1	1	1	1	1	1
Cd55	1	1	1	1	1	98.3396908983472	1	1
Cd6	1	60.7182644500512	1	1	1	1	1	1
Cd63	1	1	439.20327343314	405.176610967438	53.7795869301067	1	1	1
Cd68	237.563745613446	1	45.5580400851882	1	1	1	199.285328852533	1
Cd69	1	65.5938250095367	1	1	1	65.8343175702691	1	346.404897333217
Cd7	1	349.966384964576	1	1	1	1	1196.32630309918	1
Cd72	1	66.3150360845524	1	1	1	346.771486877901	109.269696726107	318.848973722341
Cd79a	1	1	36.6651023800946	1	124.147401331032	1993.63606436832	1	3604.03000735938
Cd79b	39.6756963767577	53.2985038953448	38.8541419628546	1	100.496838346648	1414.89432872581	130.281510056914	1991.10457761216
Cd81	1	1	113.104969027043	87.050744067295	1	223.089815275465	1	338.186561014098
Cd82	1	180.359586047674	69.7202590544551	60.0487330751554	28.2711030337502	54.1989789256055	86.2763042118246	1
Cd84	148.373167408909	109.684920197059	35.1763116754964	101.71658048998	1	31.7171794602887	1	1
Cd8a	1	174.547406170726	1	1	1	1	46.2186228369896	1
Cd8b1	1	441.320739962377	1	1	1	1	114.256078618967	1
Cd9	1	61.8915342163786	184.527953196967	573.803539470085	1	41.7031133909991	1	96.2293844799326
Cd93	39.991007175062	1	40.0535712345479	1	1	96.5365852393351	1	200.058542285787
Cd96	1	84.9167571530241	1	1	1	1	1	1
Cdc14a	1	1	1	1	1	1	1	36.6129024604778
Cdc14b	1	1	1	1	1	1	42.272174991616	1
Cdc20	1	1	108.475168703044	1	1	301.845206544876	1	1
Cdc25a	1	1	35.8091784333704	1	1	33.038601253413	1	1
Cdc25b	1	1	52.4465284557722	1	136.894468224588	219.988776178258	1	325.376381781023
Cdc25c	1	1	1	1	1	37.9546925005929	1	1
Cdc27	1	1	26.7367085616928	1	1	50.4624782926444	1	1
Cdc45	1	1	47.5323193419256	1	1	76.1540445931957	1	1
Cdc6	1	1	34.6419073924199	1	1	60.1327244048565	1	1
Cdc7	1	1	1	1	1	28.6349619148808	1	1
Cdca2	1	1	35.5932291595752	1	1	80.5062204879303	1	1
Cdca3	1	1	213.192667469148	1	1	280.637299667271	1	1
Cdca4	1	1	46.9111094650059	1	1	75.5984362550536	1	1
Cdca5	1	1	37.7381495515371	1	1	77.2386593172639	1	1
Cdca7	1	1	94.5377084576238	1	1	151.077916205386	1	1
Cdca7l	1	1	47.1051384007438	1	1	35.1800904116043	1	1
Cdca8	1	1	196.69476920767	1	1	314.798267324128	1	1
Cdh1	1	1	1	1	1	1	73.0588876581551	1
Cdh5	1	1	1	1	1	1	116.397534991977	1
Cdk1	1	1	178.408013551261	1	1	329.096711236862	1	1
Cdk17	1	56.9202889078621	1	1	1	1	1	46.3979374617059
Cdk2	1	1	51.7164900237341	1	1	82.0530138922306	1	51.476025558969
Cdk2ap1	1	1	41.7061731584174	1	1	55.0538480237036	1	1
Cdk5rap2	1	1	1	1	1	35.0504368207359	1	1
Cdk5rap3	45.9867639481479	77.3416930265605	39.3710774026999	1	1	29.6051221486649	88.7966485234277	1
Cdkn1a	129.889824570761	1	29.7988397706516	1	1	50.4068153473479	1	1
Cdkn2aip	1	1	1	1	1	31.9459842110396	1	79.2143739070923
Cdkn2aipnl	1	1	39.5851351395771	1	1	59.9197753007281	1	1
Cdkn3	1	1	108.847140227685	1	1	161.292764087784	1	1
Cdr2	1	1	1	1	138.132323575044	1	1	1
Cds2	1	1	1	41.985976035917	1	1	37.3484177459933	1
Cdt1	1	1	54.2970889758104	1	1	63.8734519571747	1	1
Cdyl	1	1	23.3726222870533	1	1	1	1	1
Ceacam1	46.1104460820726	1	42.4180195577837	93.7565847402791	1	1	68.2049179954407	1
Ceacam10	1	1	1	177.981008065636	1	1	1	1
Cebpa	180.243090723933	1	109.318904837298	1	1	1	59.2307793862499	1
Cebpb	962.566040824967	85.637044790167	224.570902744566	387.779675687439	1	1	60.0039997032335	1
Cebpd	187.800517079378	1	146.567426302334	326.1895165147	1	1	83.9049510693556	1
Cebpe	1	1	264.895656082704	448.835819514306	1	1	1	1
Cecr2	1	1	1	1	1	131.909183659577	1	140.658452750163
Cenpa	1	1	274.506777011955	40.3340953730664	1	483.965259753913	1	1
Cenpb	1	1	1	1	1	29.3392833238961	1	1
Cenpc1	1	1	31.4505262411799	1	1	56.1249517957661	1	1
Cenpe	1	1	128.070073886951	1	1	286.811654645954	1	1
Cenpf	1	1	185.229115870009	1	1	390.022226452131	1	1
Cenph	1	1	60.7870868217099	1	1	70.3796472488573	1	1
Cenpj	1	1	1	1	1	40.4335450849197	1	1
Cenpk	1	1	47.6474196878293	1	1	53.8180916704986	1	1
Cenpl	1	1	40.2991651487889	1	1	59.1801684470563	1	1
Cenpm	1	1	58.062209194922	1	1	149.648068442759	1	1
Cenpn	1	1	21.2979758618652	1	1	62.8674435468175	1	1
Cenpq	1	1	60.438106127611	1	28.8041738626893	77.6785830445375	1	40.4480135351492
Cenpw	1	1	104.176005815161	1	1	126.13229069216	1	1
Cep164	1	37.2965073151574	1	1	1	34.1817697820025	32.8706824257956	56.2597508781704
Cep250	1	1	1	1	1	30.6114006142647	1	153.31890907951
Cep55	1	1	29.4967424989011	1	1	102.678732850222	1	1
Cep63	1	1	1	1	1	1	1	54.0619614560884
Cept1	53.8689234294984	1	29.3700641391974	39.4940148266701	1	1	1	1
Cfh	55.9881753844426	1	1	1	1	1	1	1
Cfl2	1	1	23.3254808888465	1	1	1	1	1
Cfp	240.511968034371	1	109.759547082055	141.426005918896	1	1	150.172963710425	1
Chac2	1	1	1	1	96.1594395748259	1	1	1
Chaf1a	1	1	49.3785396502877	1	1	79.667164426841	1	1
Chchd10	1	43.2811185142843	63.5812645373864	1	69.1160422611398	1447.77398904025	75.2268161431197	2322.30846438892
Chchd4	1	1	38.5433337224212	1	1	33.4050500180044	1	1
Chchd5	1	1	25.173741310483	1	1	1	51.1715143697017	1
Chchd8	1	1	1	1	1	1	1	45.2828261523448
Chd2	1	80.4453139839552	26.0960728374432	1	1	35.2574540985656	79.1727973643781	60.2747962867209
Chd3	1	124.73684341816	1	1	1	42.2303046301248	1	1
Chd7	1	41.228553654876	1	1	1	1	1	1
Chdh	1	1	1	1	1	1	75.1817209984241	1
Cherp	1	1	1	1	1	44.4984136977385	1	1
Chi3l1	1	1	62.261274021637	299.270431641766	1	1	1	1
Chi3l3	2245.90535612549	53.1930936871304	2629.5009433052	3697.71419751134	145.109968794304	45.2538155453688	115.680202498371	88.297477816218
Chkb	1	1	1	1	1	40.5524081258016	1	1
Chst12	52.5671217115366	1	75.4489866362814	85.7260582868768	1	42.2004163056678	68.539983641081	1
Chst3	1	1	1	1	1	64.2648228758207	1	109.675646696309
Ciapin1	1	1	40.7661477415707	1	1	35.5937914253167	1	1
Cib2	1	1	1	48.7353859880731	1	1	46.1133423094988	1
Cinp	1	1	35.7727096863917	1	1	34.6065126209429	1	1
Cirbp	1	120.340332723305	49.0871413786704	1	1	91.9009221800943	166.910895687278	73.3838863581259
Cisd3	1	46.1180257317032	1	1	1	1	1	1
Ckap2	1	1	27.5855907079437	1	1	63.4507044112568	1	1
Ckap2l	1	1	54.9585257351001	1	1	115.189717118633	1	1
Ckap4	78.5246111967184	1	135.093181413963	375.022993422843	1	1	1	1
Ckap5	1	1	64.1085479828664	1	1	121.830272262586	1	37.7529998406292
Ckb	90.3684470094198	1	1	1	1	1	1	1
Cklf	79.8775331729674	51.4222143549094	61.6779781699226	113.840493000878	1	38.5681962568478	39.9529496436947	1
Cks1b	1	1	337.966322657353	1	1	479.003691465611	61.2783295717174	40.6512434247684
Clcn3	1	1	46.5377818700452	1	48.1489117453029	31.0556062121473	1	1
Cldn13	1	1	79.2001068893223	1	1	1	1	1
Cldn15	1	1	54.2531827708639	74.7285620502922	1	1	1	1
Clec10a	74.6302517851515	1	1	1	1	1	251.238224746623	1
Clec12a	322.737996190224	1	323.641618352057	328.146079905763	42.2734428434734	1	422.11497753495	1
Clec2d	1	67.7078689816625	1	1	1	67.3739470932056	105.165416751201	42.4830057832382
Clec4a1	246.821734455513	1	1	1	1	1	1	1
Clec4a2	316.494522235544	1	231.333586059333	508.923019750693	45.3363579730066	1	1	1
Clec4a3	350.73503151693	1	1	1	1	1	1	1
Clec4d	1	1	1	117.161288319462	1	1	1	1
Clec4e	63.3530034451695	1	1	160.086747131883	1	1	1	1
Clec5a	39.2859102895453	1	64.9290711874216	135.431731345388	1	1	1	1
Clec7a	304.033763959554	1	1	1	1	1	1	1
Clec9a	1	1	1	1	1	1	40.4298106813842	1
Clip1	47.725639165182	1	32.2523680044946	48.9184712827981	1	34.3730718644154	1	1
Cln3	36.7388585714686	1	1	1	1	1	1	1
Cln5	58.2843514985044	1	35.7315120885669	1	1	1	71.3095206116548	1
Cln6	1	1	24.5715298141084	1	1	1	1	1
Cln8	43.9073545424645	1	1	1	49.5239899190698	1	1	1
Clpp	1	37.1587598848409	45.3075544554402	1	1	53.4485641647962	54.6868961991229	1
Clspn	1	1	54.9192589633613	1	1	126.818145305248	1	1
Cltb	1	43.7446226143513	1	1	1	1	47.3487869754297	1
Cmah	1	77.6384871167516	1	1	1	1	148.495110633668	1
Cmas	68.171874282149	56.2263089415743	137.783439920909	1	701.105917739284	52.8937217993497	80.9069851365378	84.8983554660976
Cmc1	75.847845788092	72.3012168303165	46.7062452872126	1	1	31.691192591951	61.7255274674491	1
Cmpk2	68.7181112572467	1	29.9857277019353	41.0891100382412	1	1	1	1
Cmtm3	65.5981488156102	1	25.0206413714768	1	1	1	77.6580364587652	1
Cndp2	113.750788681918	39.2592170133087	39.0954516718724	1	1	27.4174558667781	1	1
Cnn3	1	1	1	1	1	102.687619706947	1	196.274174407517
Cnot10	1	1	1	1	1	43.2361379105331	1	1
Cntln	1	1	34.1665103097623	1	1	1	1	1
Col4a3bp	1	1	22.649049202381	1	1	1	1	1
Comtd1	1	1	34.0126695265193	49.163248700094	1	1	1	1
Coq7	1	1	27.1767483716324	1	1	128.231516722339	1	1
Coq9	1	1	26.5924431455998	1	1	1	1	1
Coro2a	36.0278622134554	48.9070094921197	23.8226475137578	1	1	1	126.409066531624	1
Coro7	1	1	38.9207846509565	1	1	35.3180673929712	38.6299308904823	123.663594012433
Cox6a2	1	1	1	1	1	1	2194.91806202498	1
Cox6b2	1	1	57.7901584914953	1	1	1	1	1
Cpd	1	1	1	37.0099948600028	1	1	1	1
Cplx2	1	1	1	1	1	136.418773517471	1	520.585527291532
Cpm	1	1	1	1	1	76.2845752171284	1	1
Cpne2	1	1	53.6687354015254	83.1534153303349	1	1	36.5816593725312	1
Cpne3	75.4915800347457	53.8367386009588	132.378939130647	429.752498824382	1	33.1980828311401	98.7059141464972	1
Cpox	1	1	186.130618301348	1	1	32.8644615570272	1	1
Cpsf3l	1	41.259267607096	38.5197139290533	1	1	67.4832379619535	1	69.5173554032259
Crat	1	1	1	1	1	1	1	43.5744731459494
Crbn	1	1	1	1	1	34.313277362493	1	54.537941522675
Creb3	38.252178606129	1	1	1	1	1	68.9649207905439	1
Crebzf	1	1	1	1	1	1	1	61.4840058472693
Creg1	348.226015017685	54.8371404645805	297.607198495232	118.455779889812	597.4248660571	56.9184596708127	128.866499078278	1
Creld2	1	1	54.5786155585487	1	1	33.2646348472038	85.7107368133701	1
Crem	1	1	1	1	1	1	1	35.7522083217146
Crispld2	1	1	1	83.5041254516293	1	1	1	1
Crtc3	1	47.7607789356149	1	1	1	1	1	1
Cryzl1	36.8079298127369	1	31.5584538962204	1	1	1	1	1
Csda	42.1346179660348	1	87.1819873471661	1	1	47.2138544832915	118.81353371593	1
Cse1l	1	1	27.6239936415448	1	1	55.4000700836154	1	1
Csf1r	246.270690624788	1	39.4218453398602	1	1	1	1	1
Csf2ra	269.507543747094	1	141.691271994308	152.650812077209	1	37.6653783717447	36.4539518700947	58.9614147904135
Csf2rb	70.8622740378683	1	55.2024006788723	43.0192975704273	1	1	131.364660769448	1
Csf2rb2	1	1	1	1	1	1	131.38304641182	1
Csf3r	107.733770501642	1	42.1263141775924	145.53706705906	1	1	1	1
Csgalnact2	54.5165882941029	1	64.6181387302098	52.5068828500581	1	1	1	1
Csnk1g3	33.5512522551936	46.6174999442936	1	1	1	54.3238890130618	1	48.967424907893
Cspp1	1	1	24.0187539376003	1	1	46.415064491754	1	1
Csrnp1	1	1	1	1	1	34.5164606395903	1	79.6522195078096
Csrp2	61.2484992804852	1	53.5811796447003	1	1	239.626090580769	1	111.444498907225
Cst7	1	167.280247480669	111.417306636401	1	1	1	1	1
Cstf1	1	1	1	1	1	1	1	56.5109889308893
Cstf2	1	1	1	1	1	39.6362122897426	1	1
Ctbp2	42.8378875459344	1	32.7715606880996	1	1	1	1	1
Ctla2a	1	548.361159496818	1	1	1	1	1	1
Ctla2b	1	48.2234897217115	1	1	1	1	1	1
Ctnnd2	1	1	1	1	1	1	34.0918860507207	1
Ctsc	563.778446574575	48.4342148375927	118.552612312556	1	1	85.095223351139	80.610064399431	94.3121474736486
Ctse	1	1	251.807388790092	1	128.433573812305	1	1	1
Ctsg	1	1	1089.67551300037	1	45.5189127658346	1	1	1
Ctsh	698.562842465116	1	195.973487086381	116.382270039015	1	88.9477553989217	1284.17234982093	1
Ctsl	42.661366347184	1	31.3187417985595	1	1	1	1345.70401091424	1
Ctso	1	1	1	1	1	1	89.8106053127819	43.1891468044907
Ctss	1984.52589278439	91.5575090405392	167.395202047648	1	90.1695728500287	152.600890076944	1108.78362337503	128.619718487399
Ctsw	1	373.722932681904	1	1	1	1	1	1
Cul2	1	1	1	1	1	28.3835820820467	1	1
Cul4a	1	1	51.9349072761384	1	103.894882679732	1	1	1
Cutc	38.9903898716269	1	1	1	1	27.4268696241064	1	1
Cwc22	1	1	1	1	1	29.3207372777796	1	1
Cwc25	1	1	1	1	1	32.6777012783603	1	68.3188054977065
Cwf19l2	1	1	1	1	1	1	49.0128251336371	71.1845078557478
Cx3cr1	275.18687238774	1	1	1	1	1	1	1
Cxcl2	243.470619535373	1	65.8051690706022	303.020572548409	1	1	1	1
Cxcr2	1	1	1	206.608312117702	1	1	1	1
Cxcr3	1	147.788383925445	1	1	1	1	59.9629956032604	1
Cxcr4	36.1856467072237	1	60.4387821947967	114.752074271247	1	49.6472342660549	1	56.1948951616035
Cxcr6	1	78.7705768833305	1	1	1	1	1	1
Cxxc5	1	1	1	1	1	119.084607374379	162.818305743669	300.766572700814
Cyb561d2	1	41.7793421864717	1	1	1	30.2994498232192	1	1
Cyb5r1	31.4276770663233	1	1	1	1	1	1	1
Cybasc3	1	1	42.9455551929763	1	1	76.1060634359385	654.995827592686	212.962602669645
Cybb	1078.97360706711	1	316.846810718579	1153.87702432569	1	44.4080877437913	731.320000420809	1
Cyp27a1	51.4402391004819	1	1	1	1	1	1	1
Cyp4f16	35.0694204318224	1	1	1	1	1	1	1
Cyp51	1	1	1	1	1	1	71.0750544655828	1
Cyth1	1	57.6662739749315	1	1	1	65.7486723856616	50.2554482307541	250.499638381564
Cyth4	124.783206874744	58.3855900015267	57.7893147117385	35.9722818774801	1	1	503.173961665086	1
D16Ertd472e	1	57.5257806348133	1	1	1	1	1	1
D17Wsu92e	42.2725101950532	1	31.7693864256343	1	1	1	1	1
D18Ertd653e	1	1	1	1	1	1	1	49.3187594141575
D1Ertd622e	110.045497700377	1	69.6307432561476	119.02516357331	32.8245682649769	1	49.2472559690708	1
D230037D09Rik	31.3164744007638	58.0223157446153	28.3453152531486	1	1	35.5910207813151	53.2001376458776	1
D2Ertd750e	1	1	90.4675881377541	1	1	121.651754706831	1	1
D930015E06Rik	1	1	1	1	1	88.3147074658651	1	70.7871872197317
Dab2ip	1	1	1	1	1	1	1	31.3171653693947
Daglb	43.9189998655686	1	29.4315589994218	1	1	1	1	1
Dapk2	1	1	1	1	78.3541694429776	1	1	1
Dapl1	1	152.818256967522	1	1	1	1	1	1
Dbf4	1	1	80.1489985827536	1	1	105.907799209301	1	1
Dbp	1	1	1	1	1	1	1	54.5833616527143
Dbr1	1	1	1	1	1	39.6772192442805	1	1
Dcaf12	72.1569588672229	1	80.497176011742	59.1908649267756	555.893539638042	46.7155277666461	122.202010605707	51.8041362694963
Dcaf17	1	1	1	1	1	38.2322895560597	38.4544511813132	83.3107080784882
Dcaf6	1	1	1	1	43.9787971207883	1	1	1
Dck	64.806794396217	1	64.7516995070522	1	1	207.162618430405	1	290.418253879064
Dclre1c	1	1	1	1	1	1	99.7667967437852	1
Dcxr	44.1969584438537	1	1	1	1	1	1	35.0605741486014
Ddah2	1	1	1	1	1	113.760569249728	1	46.9475333443711
Ddit4	1	58.5585498375677	1	1	1	67.6040250464192	49.9571124112923	91.6508038229232
Ddr1	1	1	1	1	1	1	81.6831775796773	1
Ddx10	1	66.9892113676429	20.5927352798587	1	1	39.7517349754344	57.6300502520108	45.4016815437475
Ddx19a	1	1	29.4195832965258	1	1	68.0117093219546	1	1
Ddx27	41.233142093562	52.4564907977672	47.5792757029995	1	1	75.3033655337961	1	1
Ddx58	41.7468891878032	1	1	1	1	1	1	43.9271294686973
Deb1	1	1	49.9733020367555	45.0350269398341	1	31.2627375267669	49.3420188308923	1
Dedd2	1	1	36.5546964473052	38.7179243610569	1	1	29.1579913252554	1
Def8	1	1	23.5565784282919	1	1	1	1	1
Degs1	201.349550933755	1	86.7231718470817	218.564915085187	1	1	35.5331628645279	1
Dennd1c	1	50.8586619986239	1	1	1	1	1	1
Dennd4a	1	1	1	1	32.3764608493442	1	1	1
Dennd4b	1	1	1	1	1	1	42.8387532227421	1
Dennd5a	49.7176824652954	1	26.8200510711813	57.0365744509378	1	1	1	1
Dennd5b	1	1	1	1	1	45.1468821842549	1	1
Depdc1a	1	1	41.7937036294164	1	1	45.0209053490512	1	1
Dfna5	1	1	1	51.7261047240538	1	1	1	1
Dgat1	1	1	42.9749895170668	184.547878164631	1	1	1	1
Dgat2	1	1	24.8638629375613	82.345675243198	1	1	1	1
Dgcr6	1	1	29.3363776458539	1	1	57.3245788023306	67.0198528442163	195.610093955498
Dgcr8	1	1	1	1	1	30.8707180870287	1	1
Dgka	1	110.918192325893	1	1	1	1	1	96.3369200780919
Dgkg	41.9012186033712	1	1	1	1	1	1	1
Dhcr24	1	1	1	1	1	1	52.5185517248828	1
Dhcr7	1	1	1	1	1	1	51.7918872062781	1
Dhdds	1	1	20.0178672749018	1	1	1	1	1
Dhfr	1	1	45.3098535814743	1	1	100.151965173216	1	1
Dhrs1	59.2488744123454	1	29.0476102634348	51.0159763495448	1	1	1	1
Dhrs11	1	1	95.4896082438015	1	365.995395811879	1	1	1
Dhrs7	105.421845205485	1	73.0057475208991	331.185135241333	1	1	69.9512910574416	1
Dhrs7b	1	1	20.347927124782	1	1	1	1	1
Dhx16	1	37.9233510869508	25.6313771008871	1	1	35.111338978271	1	49.8263813896588
Dhx29	1	1	1	1	1	1	1	47.2235789885721
Dhx38	1	1	1	1	1	1	30.7021587263276	1
Dhx58	34.7355344355275	1	1	1	1	1	1	1
Dhx8	1	1	1	1	1	35.1339685805275	1	63.4440174046219
Diap2	75.3651547452753	1	25.2929388735428	1	1	1	30.7299935363404	1
Diap3	1	1	41.8642039788529	1	1	37.9298818651554	1	1
Dip2b	1	1	1	1	1	31.3847227173342	1	1
Dirc2	1	1	1	1	1	1	95.8619911873919	1
Dkkl1	1	1	1	1	1	1	1	86.2044139055639
Dlg2	1	1	1	1	1	1	1	58.8980272425071
Dlgap5	1	1	71.0764831160537	1	1	102.659600856577	1	1
Dmap1	1	1	1	1	1	31.54879072571	1	1
Dmkn	1	1	36.5832133620743	1	1	1	1	1
Dmtf1	1	1	1	1	1	1	35.8500695836604	1
Dmxl1	1	1	1	1	1	1	42.7783541629295	1
Dna2	43.9461983131309	1	1	1	1	1	1	1
Dnaja4	1	1	1	1	135.918259073518	1	1	1
Dnajb14	53.2976013096046	1	25.8688876155766	1	1	1	40.7557160049391	1
Dnajb2	1	1	43.7213087210076	1	181.339638318618	1	1	1
Dnajb4	1	43.1658940156441	40.9355853214047	1	58.5363030873931	1	1	1
Dnajc15	157.88669623895	374.264987273369	86.1566817979292	1	1	64.47192786743	72.4061655887513	1
Dnajc21	1	1	1	1	1	99.1960957427236	1	105.209994755075
Dnajc9	1	93.5998384795467	176.205094927983	1	1	425.613507383281	89.0508573466081	83.1424085141452
Dnase1l1	35.8294948202406	1	1	1	1	1	1	1
Dnase2a	1	1	34.2520773261022	1	1	1	1	1
Dnmt1	1	1	116.758026931215	1	1	187.562172373172	1	1
Dnmt3a	1	1	1	1	1	1	45.889488484928	33.8551830160942
Dntt	1	1	1	1	1	164.795392088057	181.696201666098	2684.36697687452
Dnttip2	46.0325685303064	71.1403665581258	38.5367024987317	1	1	73.3494976331003	1	66.1340296807657
Dock2	55.0982897668002	58.4466488078803	28.6802203059297	1	1	32.9003086873954	57.1473164771271	1
Dock5	1	1	1	39.7377446965954	1	1	1	1
Dock9	1	1	1	1	1	1	1	73.3593824286503
Dok2	1	132.481132439462	1	1	1	1	1	1
Dpcd	45.4441556150125	73.6572358141006	31.3747726572009	1	1	47.9825733937199	1	41.0651642762772
Dpp4	1	45.7015204989273	1	1	1	127.006504266663	81.3725509373916	244.539133551917
Dpy19l1	36.9994091427991	1	1	1	1	1	39.1055219210774	1
Dram1	1	1	21.8483634416741	1	1	1	1	1
Dram2	52.5582317571173	1	20.7169739773705	1	1	1	1	1
Drg2	1	1	1	1	1	31.8733526494048	1	1
Dstn	233.174365515471	1	538.002031448546	1142.85222415512	1	58.083977802961	39.0097402006437	73.1433336057337
Dtd1	1	45.3572071111195	28.6656080052583	1	1	1	1	67.9791610555113
Dtl	1	1	29.4427498572186	1	1	52.4611310418985	1	1
Dtnbp1	1	1	59.6198997899503	1	1	58.2373222371468	1	37.5729840777901
Dtx2	1	1	1	1	1	1	51.5958724988982	1
Dtx3	1	1	1	1	1	1	46.3636124611659	37.5762013747535
Dtx3l	60.2264720887871	1	1	1	1	1	41.0653891856724	72.0274487647253
Dus2l	1	1	1	1	1	1	1	85.6658456674289
Dus3l	1	1	1	1	1	30.9176401933331	1	1
Dusp12	1	1	1	1	1	1	1	62.3378302615529
Dusp22	94.9043133848384	1	1	1	1	31.6793097903202	59.5528583480558	1
Dusp3	71.9276810450241	1	1	1	1	1	1	1
Dut	1	69.6969136769787	309.097149621254	1	1	607.955835782926	43.5025240637965	182.120538333552
Dyrk3	1	1	1	1	1	1	30.2889615129266	1
E130215H24Rik	1	1	1	1	1	35.5061904598248	1	165.663418091962
E130303B06Rik	1	1	1	1	1	31.0437863105871	1	1
E130308A19Rik	1	1	1	1	1	1	1	61.5852104587812
E130309D02Rik	1	1	24.4770692702828	1	1	45.4740444649668	1	1
E2f1	1	1	49.8661197808539	1	1	47.0536315513188	1	1
E2f2	55.0028705457551	1	63.9642535586659	35.9017256949077	110.562651123325	119.622371247718	1	65.5140808017544
E2f8	1	1	65.7503438279693	1	1	69.5589702311556	1	1
E330016A19Rik	1	1	20.4734263034332	1	1	1	1	1
Ear2	64.6792398898028	1	1	67.9358448444411	1	1	1	1
Ebag9	1	1	21.1021919243282	1	1	1	1	1
Ebf1	1	1	1	1	1	95.5696254798795	1	323.232424918761
Ebi3	42.758132537987	1	38.056569239242	62.9900876125992	1	1	1	1
Ebpl	1	1	1	1	1	1	104.091888785117	56.6640254400548
Eci1	42.3596343047003	79.6883767492127	33.659985551054	1	1	24.791311647908	1	86.5142457746083
Ect2	1	1	36.4767043816188	1	1	55.7138565996269	1	1
Edaradd	1	1	1	1	1	1	1	55.4997584337254
Edem2	59.8664821548232	1	56.2765271606952	1	1	1	182.800485451097	1
Edem3	1	1	1	1	1	1	36.2134246681142	1
Eef1e1	1	54.829930661082	45.8879368181378	1	1	68.5492508194588	47.0256501934248	1
Eef2k	1	1	40.7111056131205	1	1	47.5540148555593	43.0930775334249	370.780653865136
Eefsec	1	1	1	1	1	40.3229033027005	1	55.1470473465782
Eepd1	1	1	1	1	1	1	63.2526178894887	1
Efhd2	162.28103953046	205.963514101031	100.956468556781	167.137692579414	1	35.2347167956645	70.8734203461374	1
Eftud2	1	1	32.8065397093387	1	1	49.6579619431106	1	1
Egfl7	1	1	1	1	1	1	1	78.3352455560218
Ehd3	1	61.6602757172341	1	1	1	1	1	1
Ehd4	193.01539479447	1	39.5614837207506	1	1	54.2111155123042	75.5261004614707	1
Eid1	77.1787507892157	81.9159617842643	45.4855364196488	1	1	1	156.211555929661	1
Eif2ak1	34.3376678577389	1	54.801682690615	1	89.0928297994432	30.763784030752	1	1
Eif2ak3	1	1	1	1	1	1	1	100.317357354696
Eif2b5	1	1	23.8690059843432	1	1	46.3937245509597	1	1
Eif2c2	1	1	1	1	1	31.7978655729015	1	1
Eif4enif1	1	1	1	1	1	31.755318255825	47.8434491279403	1
Eif5	193.795045415742	197.935122126559	296.939954431065	143.361984428387	1658.45960462792	206.948021245671	262.112510724437	133.754214211196
Elane	84.5255986400671	64.3956516586526	3106.44530145605	207.740042598528	158.684692181423	55.9941322598183	70.6761170241204	79.0564729045763
Elk3	36.417235645278	1	1	1	1	1	1	81.4965063211642
Elk4	1	1	1	1	1	1	1	34.657702590527
Ell2	1	1	1	1	29.2381436156056	1	1	1
Elmo1	39.1644324676056	68.5292471329289	31.8829573764004	1	1	38.1800595431427	1	58.7701778974569
Elmo2	84.7319031494986	1	27.2680171025845	1	1	1	1	1
Elovl7	1	1	1	37.8463260292738	1	1	1	1
Emb	697.241060388118	337.892066413806	339.45246603099	174.2402146859	1	1	62.7110779989721	1
Emid1	1	1	1	1	1	57.2092875271412	1	1
Emilin1	1	1	33.9803067727783	1	1	1	1	1
Emilin2	273.653138639081	1	82.9528525178034	1	1	1	1	1
Emr1	133.292439537743	1	1	1	1	1	1	1
