	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000096375.2	2.56815125683978	0.414685780844977	0.952904200656122	0.43518097680695	0.663431069537331	0.999963202828308
ENSMUSG00000025936.15	3.17319374503172	-1.48345661099252	0.967912256929696	-1.53263542265512	0.12536570856671	0.999963202828308
ENSMUSG00000104138.1	4.19225370351495	-0.173646052977144	0.776765930187482	-0.223550037699558	0.823107443842389	0.999963202828308
ENSMUSG00000082935.3	247.404818994051	0.0220257431003776	0.15950202830345	0.138090677182323	0.890168753718576	0.999963202828308
ENSMUSG00000103748.1	24.1709206965763	0.564918524147525	0.438661062523521	1.28782463822449	0.197807013640397	0.999963202828308
ENSMUSG00000028033.16	354.571702338511	0.387077431640562	0.415785092564918	0.930955531023821	0.351876567535323	0.999963202828308
ENSMUSG00000041670.16	24.9575389451153	0.595222360282443	0.501099269343154	1.18783322327064	0.234899122361845	0.999963202828308
ENSMUSG00000097970.1	27.2240197502707	0.172236028203726	0.287541182595256	0.598996034756407	0.549175528790878	0.999963202828308
ENSMUSG00000100775.1	9.72703228883808	0.363522998483613	0.495366540078811	0.733846493600027	0.463042300544031	0.999963202828308
ENSMUSG00000026158.11	362.552317417651	-0.0610711796216012	0.191989480835384	-0.318096488181896	0.750411747418872	0.999963202828308
ENSMUSG00000026156.8	637.240134607264	0.0779735075572433	0.168630056719295	0.462393887983086	0.643798881561963	0.999963202828308
ENSMUSG00000026155.13	834.347712831893	0.0657654115639355	0.140273094758695	0.468838387554425	0.639185158736184	0.999963202828308
ENSMUSG00000026154.4	223.456871910673	0.0456626846384955	0.217223142128845	0.210210957225777	0.833503027995587	0.999963202828308
ENSMUSG00000102495.1	20.4251971078246	0.0869458053726537	0.392537483233087	0.221496822816856	0.824705610194483	0.999963202828308
ENSMUSG00000026153.15	957.021557727368	0.00532907165106755	0.162042928597768	0.0328867893044297	0.973764867706318	0.999963202828308
ENSMUSG00000026147.16	5.99261965722809	0.570133083801511	1.06009424787668	0.537813581144751	0.590705754863164	0.999963202828308
ENSMUSG00000026141.13	47.183809369575	-0.0035954932079823	0.36091357748312	-0.00996219990684741	0.992051445979185	0.999963202828308
ENSMUSG00000099997.1	14.6340182066395	-0.0706015270430646	0.4240274049055	-0.166502273735819	0.86776169396583	0.999963202828308
ENSMUSG00000100131.1	304.14265461408	0.390157573635275	0.324380969208708	1.20277578116565	0.229063099279583	0.999963202828308
ENSMUSG00000067736.2	39.8207323079691	0.369021726559361	0.362452727759849	1.01812373944628	0.308619154905379	0.999963202828308
ENSMUSG00000101939.1	14012.5288312255	0.260294069451496	0.271486225986183	0.958774495855064	0.337672360104894	0.999963202828308
ENSMUSG00000101111.1	195105.210060829	0.291375516533438	0.254795295946674	1.1435670955025	0.252803214233848	0.999963202828308
ENSMUSG00000100862.1	118064.397018262	0.358884965115994	0.293512683292181	1.22272387377119	0.221434006698935	0.999963202828308
ENSMUSG00000102070.1	111378.694496034	0.277163872830267	0.289672938841399	0.956816587489448	0.338659838389576	0.999963202828308
ENSMUSG00000101249.1	110118.866456905	0.310827249024072	0.274524092027943	1.13224033172445	0.257533408126953	0.999963202828308
ENSMUSG00000073725.8	1650.13279929984	-0.043884720606136	0.165590780056618	-0.265019106686564	0.790994742920941	0.999963202828308
ENSMUSG00000104257.1	2.13966834307057	2.20109127810442	1.2660183730317	1.73859347146244	0.0821062956990921	0.999963202828308
ENSMUSG00000103209.1	6.68414125778819	0.455098830630661	0.732353430400599	0.621419674898937	0.534323530065424	0.999963202828308
ENSMUSG00000104027.1	5.92073958593704	0.900217461355644	0.776422427626927	1.15944288743318	0.246275703756748	0.999963202828308
ENSMUSG00000102407.1	5.60675504156712	-0.130991774536254	0.728181619039492	-0.179888878146964	0.857239806722045	0.999963202828308
ENSMUSG00000103214.1	11.3249818717103	0.432803900857031	0.598976211717639	0.722572770654635	0.469942402173829	0.999963202828308
ENSMUSG00000104100.1	6.62439848558299	0.883418730340859	0.858669641108421	1.0288225972453	0.303563045988445	0.999963202828308
ENSMUSG00000103889.1	5.82627296182418	0.0554464269145349	0.872837897919575	0.0635243119560831	0.949349000195779	0.999963202828308
ENSMUSG00000101301.1	2.38243363619582	0.434515080813649	1.07340924918523	0.404799083987275	0.685625202173772	0.999963202828308
ENSMUSG00000104221.1	6.61514224136225	1.05375900098112	0.90439294484106	1.16515614920714	0.24395579202347	0.999963202828308
ENSMUSG00000102250.1	15.9976535790956	1.00061884579809	0.551887026206993	1.81308637145385	0.0698185008352841	0.999963202828308
ENSMUSG00000102317.1	21.6071731582433	1.06155303813269	0.691944464532734	1.53415930402674	0.124990466648115	0.999963202828308
ENSMUSG00000103563.1	5.34401655523611	0.0453470950413895	0.784163930860898	0.057828590753473	0.953885164152712	0.999963202828308
ENSMUSG00000102465.1	13.614304605193	0.715954665248037	0.637396015727188	1.12324935767166	0.261331605340137	0.999963202828308
ENSMUSG00000102659.1	10.9289722695169	1.05282387824479	0.613463796033696	1.71619561749486	0.0861262450667215	0.999963202828308
ENSMUSG00000103924.1	26.4853502145597	0.905487591168501	0.545216762396027	1.66078457894291	0.0967567193946083	0.999963202828308
ENSMUSG00000104132.1	15.006630559401	1.05873490432988	0.596022800737485	1.77633289031873	0.0756780651759878	0.999963202828308
ENSMUSG00000102747.1	18.0057598100447	0.727333443126745	0.551006608982175	1.3200085648161	0.186832158432983	0.999963202828308
ENSMUSG00000102386.1	2.39583924904521	1.08998229551808	1.12230836780362	0.97119680008374	0.331450287051729	0.999963202828308
ENSMUSG00000033569.17	121.120565823457	0.492084947476765	0.531450944879815	0.925927316938062	0.354483753933833	0.999963202828308
ENSMUSG00000101372.1	3.3685158273952	0.545117705038826	0.776032353493822	0.702441982714533	0.482403571242129	0.999963202828308
ENSMUSG00000086240.4	43.0324722220936	-0.0270968477608509	0.298574191023543	-0.0907541528219839	0.927687940396708	0.999963202828308
ENSMUSG00000081557.2	2.28451500421856	-0.0704830683115483	1.02974227264989	-0.0684472903401068	0.945429577823606	0.999963202828308
ENSMUSG00000099492.1	161.240805121472	-0.126162605385353	0.180139329137934	-0.700361248091192	0.483701730698293	0.999963202828308
ENSMUSG00000100261.1	34.2510589192094	-0.259326309353246	0.328946135237245	-0.788354935880956	0.4304891223273	0.999963202828308
ENSMUSG00000103783.1	91.3663285428326	-0.0553534323262301	0.193424524622241	-0.286175873686832	0.774743421357868	0.999963202828308
ENSMUSG00000104315.1	144.493711236923	0.0256439531098381	0.165376381976566	0.155064180285864	0.876770720559681	0.999963202828308
