	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000091873.2	14.7903840954055	0.230354674887318	0.460025721007012	0.500743033200543	0.616551982222317	0.999963202828308
ENSMUSG00000090874.2	17.1710681198076	0.0856121625822664	0.492896934246317	0.173691813914759	0.862107671285668	0.999963202828308
ENSMUSG00000045306.3	24.8694839305998	1.11159871933288	0.419128815142239	2.65216486954168	0.00799774788228928	0.970069596515627
ENSMUSG00000046210.7	19.1549143946497	0.336516547875654	0.425619810314374	0.79065057528007	0.429147925092201	0.999963202828308
ENSMUSG00000051969.7	41.0846936576712	-0.0933678947108114	0.334180307095	-0.279393766564075	0.779942654258341	0.999963202828308
ENSMUSG00000047716.4	3.50971686839019	0.612258442268766	0.754635478348242	0.811330052502815	0.417176156156465	0.999963202828308
ENSMUSG00000078125.2	55.0545017424985	-0.17074605650044	0.296334231416048	-0.576194169956407	0.564483945418413	0.999963202828308
ENSMUSG00000006288.8	518.284574450674	-0.0497835256329095	0.098363441231035	-0.506118177748361	0.612773690328259	0.999963202828308
ENSMUSG00000071470.4	129897.116970873	-0.199551154957619	0.198396860945815	-1.00581810622558	0.31450307585544	0.999963202828308
ENSMUSG00000092837.1	155189.394023101	-0.20169935342064	0.200658327574202	-1.00518805204361	0.314806307266012	0.999963202828308
ENSMUSG00000036023.6	410.272575802676	-0.170527230779859	0.126500283383731	-1.34803833017967	0.177646054663743	0.999963202828308
ENSMUSG00000006281.8	2472.37373651134	-0.136056307964852	0.149019717868928	-0.913008760924659	0.361237933873657	0.999963202828308
ENSMUSG00000097431.2	321.766329307375	-0.0973358980258383	0.1609538809605	-0.604744026332149	0.545349090175425	0.999963202828308
ENSMUSG00000090799.2	56.6682097827793	-0.0364914377146406	0.291631230812445	-0.125128703167286	0.900421660031576	0.999963202828308
ENSMUSG00000006289.14	386.340518477402	0.107012015098901	0.140615458444218	0.761025966013204	0.446641558151545	0.999963202828308
ENSMUSG00000035960.14	397.770104245811	-0.134743660918201	0.178368272262446	-0.755423928309083	0.449994660406363	0.999963202828308
ENSMUSG00000035953.14	975.852254167052	-0.0387812170923009	0.124624436933645	-0.311184692557124	0.755660219311763	0.999963202828308
ENSMUSG00000103730.1	338.691759793444	-0.068306403624357	0.24082231135768	-0.283638186342731	0.776687669931119	0.999963202828308
ENSMUSG00000021871.19	840.806756543218	-0.0651595386547266	0.225903471911292	-0.288439739785466	0.773010151738112	0.999963202828308
ENSMUSG00000068417.8	129.953711876805	-0.220525240611826	0.218007758406974	-1.01154767253812	0.311754376257833	0.999963202828308
ENSMUSG00000115338.2	1556.68150947472	-0.056221556866478	0.220880000718619	-0.254534392808605	0.799082737176741	0.999963202828308
ENSMUSG00000115312.1	58.3464868386998	-0.0283370573747832	0.238575701586006	-0.118775957427365	0.905452857015686	0.999963202828308
ENSMUSG00000021872.8	4.56371027034086	0.0664574686982175	0.68849373056241	0.0965258879611444	0.923102914299993	0.999963202828308
ENSMUSG00000072115.11	151.282557484586	-0.20320660918816	0.198257666241438	-1.02496217695156	0.305381034644243	0.999963202828308
ENSMUSG00000021876.15	1829.2250996453	-0.239416127382976	0.276812329550321	-0.864904131155953	0.387091409964783	0.999963202828308
ENSMUSG00000021880.7	42.4241861299438	-0.13911002259218	0.277840741997613	-0.500682591012427	0.61659452624327	0.999963202828308
ENSMUSG00000115280.1	47.2324342995719	-0.139299423138528	0.232100782744812	-0.600167830074419	0.548394390912229	0.999963202828308
ENSMUSG00000091293.1	11.9858787757237	-0.208119782610201	0.52246099666206	-0.398345108897799	0.690375813695892	0.999963202828308
ENSMUSG00000050961.4	11.1513360941118	-0.25637669097585	0.535234863391059	-0.478998489282888	0.631939703387575	0.999963202828308
ENSMUSG00000004561.14	275.02691497093	-0.126157443987027	0.149399087343108	-0.844432494405369	0.398427770803123	0.999963202828308
ENSMUSG00000072572.9	30.2621394671713	-0.429762347431434	0.354304306023149	-1.21297523096814	0.225139290554833	0.999963202828308
ENSMUSG00000004558.15	2529.41160467307	0.322277887599672	0.164112233373128	1.96376516835851	0.0495573311902209	0.999963202828308
ENSMUSG00000097633.2	85.9572576529115	-0.0283131960340953	0.211010354729047	-0.134179178412602	0.893260890231173	0.999963202828308
ENSMUSG00000004562.16	1897.55461936061	-0.00917527195560761	0.189506250971051	-0.0484167245597044	0.961384130664643	0.999963202828308
ENSMUSG00000072571.3	49.125884389298	0.194853250580717	0.25116468141326	0.775798768697539	0.437867811092152	0.999963202828308
ENSMUSG00000049295.17	679.059410548207	0.00555260397096352	0.280800793457099	0.0197741747899009	0.984223519387173	0.999963202828308
ENSMUSG00000115454.1	9.70210623072527	0.147666301688699	0.536407407899832	0.275287588340454	0.783095299300737	0.999963202828308
ENSMUSG00000115141.1	2.59907505059178	-1.26609813088826	1.04943884624292	-1.20645251071179	0.227643059439098	0.999963202828308
ENSMUSG00000115541.1	2.47111956622236	-0.0178949176267404	0.876738654545303	-0.0204107775264239	0.983715686419271	0.999963202828308
ENSMUSG00000060373.15	1945.32333133232	-0.0161804660669333	0.17924119789413	-0.090272025946236	0.928071049431644	0.999963202828308
ENSMUSG00000057132.16	321.719695233766	-0.116258705082489	0.191691884035728	-0.606487362087901	0.544191171947696	0.999963202828308
ENSMUSG00000035726.8	1618.2764096755	-0.0816321113224785	0.137542384242982	-0.59350513495729	0.55284314749746	0.999963202828308
ENSMUSG00000093044.1	13.2082359233964	0.706592848565586	0.406091564356732	1.73998405922286	0.0818618170716253	0.999963202828308
ENSMUSG00000097533.2	246.302619373614	0.0273460709382207	0.135739148736584	0.201460457007054	0.840338546240261	0.999963202828308
ENSMUSG00000053754.14	2475.9144622666	-0.0298701898499245	0.090548714539919	-0.329879777992387	0.741490803832076	0.999963202828308
ENSMUSG00000105868.1	210.534325640709	0.0849292142901802	0.190566309804788	0.445667517921609	0.655837431231906	0.999963202828308
ENSMUSG00000022159.16	287.450186697065	0.0208375939484501	0.176975581140213	0.11774276323433	0.906271482263438	0.999963202828308
ENSMUSG00000016831.12	1140.78523919313	-0.0655488689983123	0.129912960670657	-0.504559888866557	0.613867988426259	0.999963202828308
ENSMUSG00000022160.18	432.939443086223	-0.144075275514589	0.133359012454132	-1.08035649682201	0.279983460208341	0.999963202828308
ENSMUSG00000049532.11	226.6493756328	0.0232305548156459	0.20566789891507	0.112951777784431	0.9100687862139	0.999963202828308
ENSMUSG00000105461.1	19.0138889977898	0.116428682059864	0.35874532184331	0.324544112412751	0.745526131051739	0.999963202828308
ENSMUSG00000104788.1	2.59498556685515	0.703532161450571	0.94782729749952	0.742257754452284	0.457931182262398	0.999963202828308
ENSMUSG00000105061.1	7.12095642269306	-0.217004247033753	0.59271804932392	-0.366117156852701	0.714277655678824	0.999963202828308
ENSMUSG00000115785.1	95.4215673691418	-0.104497574494332	0.262336496928996	-0.398334107978179	0.690383921688335	0.999963202828308
ENSMUSG00000094974.1	198.449793646742	-0.147425417816042	0.178357855465095	-0.826570926363785	0.408480301842036	0.999963202828308
ENSMUSG00000096329.2	2.28672734130194	-1.06557631502388	1.14400493954412	-0.931443806045544	0.351624039808747	0.999963202828308
ENSMUSG00000094619.2	10.7478790975215	0.186716020422627	0.62670316127141	0.297933745928185	0.765753731344118	0.999963202828308
ENSMUSG00000105194.1	92.935193621397	-0.168904932964697	0.221639122924706	-0.762071834321758	0.446017132043243	0.999963202828308
ENSMUSG00000096681.1	36.3572902124451	0.0247560990793345	0.333084197859147	0.0743238473588688	0.940752702058515	0.999963202828308
ENSMUSG00000076823.3	10.7924827060389	-0.370928640271348	0.495469078586043	-0.748641350798106	0.454073401815591	0.999963202828308
ENSMUSG00000076824.3	9.99078933699736	-0.670877215642802	0.522227971740693	-1.28464435446962	0.198916591634165	0.999963202828308
ENSMUSG00000105666.1	3.66223799093398	0.730503994210306	0.882172409686205	0.828073952653032	0.407628619781347	0.999963202828308
ENSMUSG00000094562.5	23.4574594762882	-0.219303882100229	0.335485830501216	-0.653690445800913	0.513311259897428	0.999963202828308
ENSMUSG00000094212.3	4.53632067692383	-0.070129726385222	0.683719319926591	-0.102570929826514	0.918303515756397	0.999963202828308
ENSMUSG00000076867.2	10.0178194678014	-0.204381407081305	0.642387184150963	-0.318159222543386	0.750364162527215	0.999963202828308
ENSMUSG00000106112.1	3.09982968263841	-0.622116330025903	0.807513826648642	-0.770409508166345	0.441057015037817	0.999963202828308
ENSMUSG00000104876.1	23.3478264660748	-0.911693267766741	0.414303580802379	-2.20054402136972	0.0277683202443813	0.999963202828308
ENSMUSG00000076928.5	25.486363732568	-0.515002792928018	0.375756707174138	-1.37057511707795	0.170507444164445	0.999963202828308
ENSMUSG00000022174.8	660.354586413576	-0.0662606319545823	0.211791574416627	-0.312857733538716	0.754388750418525	0.999963202828308
ENSMUSG00000040997.13	1169.9459075329	0.0712538892572775	0.130153094355022	0.547462122282827	0.58406128626981	0.999963202828308
ENSMUSG00000105703.2	164.411567704338	0.0344763130820287	0.325529724064595	0.105908341184805	0.915655075983783	0.999963202828308
ENSMUSG00000000959.7	788.108831677777	0.214287886185597	0.140748597855356	1.52248682722804	0.127887143579061	0.999963202828308
ENSMUSG00000000958.10	450.788277789435	-0.114967268303274	0.220610779994534	-0.521131688606164	0.602275037291588	0.999963202828308
ENSMUSG00000010406.12	348.823661294544	0.0154543117834347	0.181200182356967	0.0852886105433903	0.932031946009767	0.999963202828308
ENSMUSG00000000957.11	2518.05686895681	-0.374514168233238	0.273367991310338	-1.37000007366654	0.170686878648232	0.999963202828308
ENSMUSG00000115767.1	95.3467566496171	-0.0449700464996758	0.209045917761953	-0.215120424168649	0.829673430478314	0.999963202828308
ENSMUSG00000022175.9	1584.35613848129	-0.0129269658626622	0.118490915872194	-0.109096682792168	0.913125805934699	0.999963202828308
ENSMUSG00000023110.12	430.041376928131	0.119842081820858	0.141197508940366	0.848754930028348	0.3960176737564	0.999963202828308
ENSMUSG00000022177.9	100.371626254954	-0.0608040113054107	0.196155338108521	-0.309978876393216	0.756577019912568	0.999963202828308
ENSMUSG00000022178.11	280.786019849206	-0.0595435538170928	0.184249861891318	-0.323167427133352	0.746568447859437	0.999963202828308
ENSMUSG00000022179.5	101.31527630443	0.317337414598229	0.18957461258072	1.67394468213991	0.0941414715927559	0.999963202828308
ENSMUSG00000076128.1	127.96532310266	-0.092962621856179	0.194632065668983	-0.477632611752082	0.63291171532457	0.999963202828308
ENSMUSG00000022193.7	882.046451857161	-0.0392646506906001	0.164479847889629	-0.238720130121642	0.811322606395236	0.999963202828308
ENSMUSG00000059674.7	35.440130626366	-0.0555079466524833	0.412734009275601	-0.134488424518025	0.893016363831819	0.999963202828308
ENSMUSG00000091306.2	39.1896492448129	0.0472008474236024	0.318375610420329	0.148255223951629	0.882141350886625	0.999963202828308
ENSMUSG00000040840.7	87.5298896367791	-0.249572404414228	0.230159738153674	-1.08434431849932	0.278212162060223	0.999963202828308
ENSMUSG00000022185.19	2378.07632142332	-0.130788594649091	0.200886326665835	-0.651057724135956	0.515009225232944	0.999963202828308
ENSMUSG00000040822.7	428.911400045135	-0.0779449642063043	0.131810427788527	-0.591341409887213	0.554291688956268	0.999963202828308
ENSMUSG00000114865.2	3.44903747387247	-0.00908189140560168	0.862426719245502	-0.0105306238813508	0.991597933079592	0.999963202828308
ENSMUSG00000022180.7	375.329307443863	0.0225697104555077	0.142190462382099	0.158728722569715	0.87388260771921	0.999963202828308
ENSMUSG00000086420.1	2.416561080887	-0.202005857402799	0.921086182568905	-0.219312656324303	0.826406503558804	0.999963202828308
ENSMUSG00000112858.2	5.94503436308651	-0.358620862375995	0.590483520918099	-0.607334243330622	0.543629117491258	0.999963202828308
ENSMUSG00000057156.10	103.857351953821	0.0432639770002725	0.16770323376337	0.257979384352946	0.796422817730821	0.999963202828308
ENSMUSG00000072494.7	120.081756493789	0.00601504157938988	0.174814998751935	0.0344080406277112	0.972551771776066	0.999963202828308
ENSMUSG00000089682.10	1149.30936888442	0.0839493796473307	0.0913535320473157	0.918950562347714	0.358121431317241	0.999963202828308
ENSMUSG00000092232.1	667.310450598552	-0.016779688812592	0.195839562779377	-0.0856807918402841	0.931720171859332	0.999963202828308
ENSMUSG00000022194.15	779.286564693334	-0.0427307007506497	0.21528818444106	-0.198481402319356	0.842668434099424	0.999963202828308
ENSMUSG00000022199.12	349.020283596797	0.17586102663031	0.215997382396096	0.814181286270478	0.41554110442341	0.999963202828308
ENSMUSG00000022203.7	251.792949820308	-0.0515823610090711	0.188743404765972	-0.27329358116131	0.784627549086576	0.999963202828308
ENSMUSG00000040770.5	2.1329909080197	0.947548703389727	1.135891494258	0.834189452231698	0.404174233963828	0.999963202828308
ENSMUSG00000040759.9	55.9645565230916	0.121310451307981	0.341342298088013	0.355392378815888	0.722295657537393	0.999963202828308
ENSMUSG00000115234.1	5.68517692122967	-1.28434179477022	0.90764257133206	-1.41503036033811	0.15705959460571	0.999963202828308
ENSMUSG00000097652.2	2.13770859923831	-1.68866032796325	1.47230505884424	-1.14695002765856	0.251402274787426	0.999963202828308
ENSMUSG00000053093.16	8.81695112544727	-1.0418300285835	1.01025605691372	-1.0312534346651	0.302421988652303	0.999963202828308
ENSMUSG00000022204.9	327.724297662322	-0.172915497939235	0.143913649846111	-1.20152256665116	0.229548558116535	0.999963202828308
ENSMUSG00000093452.4	99.7902757578514	0.359491778117196	0.277200978031933	1.29686331076286	0.194678222305784	0.999963202828308
ENSMUSG00000040721.9	352.282078531325	0.213689941625094	0.255840741087316	0.835245945258435	0.403579245479288	0.999963202828308
ENSMUSG00000100162.2	219.861122678317	0.0633154652660784	0.144080313464874	0.439445637946328	0.660338663946578	0.999963202828308
ENSMUSG00000045691.14	245.452338419774	-0.00789355295671171	0.136602428311313	-0.0577848655715147	0.953919993558388	0.999963202828308
ENSMUSG00000040701.16	391.824419010715	-0.0486330104420724	0.197827696117828	-0.245835195963189	0.805809810512347	0.999963202828308
ENSMUSG00000022208.12	226.169400449403	0.626146412186947	0.453598130540344	1.38039901408116	0.167463823583126	0.999963202828308
ENSMUSG00000022209.12	10.7663519188191	0.351254521312094	0.488353055544133	0.719263486374052	0.471978589071081	0.999963202828308
ENSMUSG00000115125.1	4.98596450870625	-0.11390904460209	0.704995649878456	-0.161574109885257	0.871641246702842	0.999963202828308
ENSMUSG00000060680.2	754.253261923193	-0.0694133367424712	0.192355810518701	-0.360859058820699	0.718204810563533	0.999963202828308
ENSMUSG00000022210.7	689.257464090234	0.222813178262566	0.206592344469613	1.07851614170214	0.280803482167126	0.999963202828308
ENSMUSG00000022211.9	120.65292219834	0.346827788490935	0.369944189097213	0.937513816171326	0.348494320252795	0.999963202828308
ENSMUSG00000022212.15	21.4865085711425	0.846508208387916	0.651156382703893	1.30000754177182	0.193598384338256	0.999963202828308
ENSMUSG00000040618.7	582.409222781979	-0.115449810888596	0.13555455487728	-0.851685219970036	0.394388826052699	0.999963202828308
ENSMUSG00000053588.4	24.6852246613662	0.357853799656896	0.320205207766574	1.11757645090447	0.26374793107593	0.999963202828308
ENSMUSG00000022214.15	1222.3632477503	0.0929371115496497	0.117079926370654	0.793792022514837	0.427316517591034	0.999963202828308
ENSMUSG00000086341.2	50.9014278374804	0.0419259624242221	0.220433723795933	0.190197587294017	0.849154301674444	0.999963202828308
ENSMUSG00000022216.17	1125.77217516532	0.0555845744944429	0.165490484782786	0.335877767035368	0.736963043408952	0.999963202828308
ENSMUSG00000022217.14	286.895585478055	0.192155882463005	0.169005588525947	1.13697945812901	0.255546873106581	0.999963202828308
ENSMUSG00000079197.10	399.178694131205	0.103466654350045	0.156368357231407	0.661685370249983	0.508172882540201	0.999963202828308
ENSMUSG00000047098.18	631.764836513773	-0.0147963219466961	0.220434680157025	-0.0671233851958139	0.94648347718216	0.999963202828308
ENSMUSG00000002325.15	861.160559257448	0.084319041776584	0.195379781623662	0.431564827618643	0.666057726361764	0.999963202828308
ENSMUSG00000002324.8	16.0387363081498	-0.836795276368467	0.478014937879512	-1.75056302650397	0.080021208744834	0.999963202828308
ENSMUSG00000002319.16	919.600752193704	-0.00707791952617789	0.114454782283958	-0.0618403126976195	0.950690000014339	0.999963202828308
ENSMUSG00000115232.1	763.196257387626	-0.0118210878172117	0.109942999754553	-0.107520149928619	0.914376340652593	0.999963202828308
ENSMUSG00000002320.15	919.367289783508	0.0077499557419244	0.121375740805081	0.0638509449295157	0.949088912797686	0.999963202828308
ENSMUSG00000115222.1	54.22858919206	-0.123195648673418	0.224315343955966	-0.549207408199421	0.582863121002934	0.999963202828308
ENSMUSG00000007591.15	15.7676545613374	0.124418793023861	0.40406268740869	0.307919530560408	0.758143564129884	0.999963202828308
ENSMUSG00000115600.1	20.9011264223765	-0.332785994879794	0.325656221528225	-1.02189355793085	0.306831281802728	0.999963202828308
ENSMUSG00000002329.7	438.763809174339	-0.0249312371254353	0.11828881196341	-0.210765808799797	0.833070019824287	0.999963202828308
ENSMUSG00000010376.15	791.826897763766	-0.0795013132998703	0.208241600237324	-0.381774406311064	0.702628704233034	0.999963202828308
ENSMUSG00000002326.6	383.885656007232	-0.167028752379177	0.151946171226762	-1.0992626601292	0.271653514374686	0.999963202828308
ENSMUSG00000007589.9	510.637036710998	-0.0776693775786347	0.114055310566566	-0.680979931515814	0.495884188953654	0.999963202828308
ENSMUSG00000115154.1	5.63078535873451	0.0597688061476101	0.624567957566723	0.0956962415754814	0.923761825989822	0.999963202828308
ENSMUSG00000022218.16	50.1104776904682	-0.318862856258145	0.309910231088964	-1.02888780127627	0.303532401328248	0.999963202828308
ENSMUSG00000040472.15	321.432627445868	-0.000694869536962084	0.132564014825451	-0.00524176593381718	0.995817695042319	0.999963202828308
ENSMUSG00000002332.16	827.770852017362	-0.010980423867822	0.164016319401791	-0.0669471422591997	0.946623783097418	0.999963202828308
ENSMUSG00000019297.9	328.871249975458	-0.130834607325654	0.180528705257224	-0.724730214728099	0.468617555102037	0.999963202828308
ENSMUSG00000022219.10	43.4884899217669	-0.309175518962174	0.246378626096652	-1.254879629213	0.209522459985379	0.999963202828308
ENSMUSG00000040432.5	4.91618018228759	-0.237316976444287	0.649422846990008	-0.365427513898257	0.71479230613063	0.999963202828308
ENSMUSG00000046908.5	23.8201927299853	0.296011848214345	0.304895340784873	0.970863796909262	0.331616108359558	0.999963202828308
ENSMUSG00000022220.14	635.42813538322	-0.0527239288934818	0.203861578924668	-0.258626118622208	0.795923728961981	0.999963202828308
ENSMUSG00000022221.14	121.739990781324	-0.287492306980932	0.223308837519165	-1.28742019426911	0.197947869357359	0.999963202828308
ENSMUSG00000023411.12	341.605640444121	-0.0499897173576309	0.196776369561556	-0.254043295284971	0.799462110203459	0.999963202828308
ENSMUSG00000075592.10	647.398693438494	0.0146422032317583	0.142487669206767	0.102761195500438	0.918152503671668	0.999963202828308
ENSMUSG00000047153.4	1334.76438427198	0.0625009296472869	0.135545716927447	0.461105898910412	0.644722629771127	0.999963202828308
ENSMUSG00000022223.9	569.026646554506	0.251803822138469	0.178611900919046	1.40978188375363	0.15860409752358	0.999963202828308
ENSMUSG00000022225.7	165.070239128484	0.0456754512341902	0.274600407130152	0.166334244408245	0.867893918257615	0.999963202828308
ENSMUSG00000058581.7	82.0160909905501	-0.171581596670705	0.218510636890608	-0.785232239090509	0.432317416529695	0.999963202828308
ENSMUSG00000061068.7	145.830258379195	0.232209771322983	0.277582990644649	0.836541788038621	0.402850178281283	0.999963202828308
ENSMUSG00000022157.8	2.19485431008804	0.487867195912123	1.19210559054762	0.409248308019435	0.682357446141092	0.999963202828308
ENSMUSG00000040314.2	2.09003691671636	1.65853005235699	1.22633411797232	1.35242918553003	0.176238058184914	0.999963202828308
ENSMUSG00000015437.5	12.5550634150332	-0.996066452062619	0.699142305942291	-1.42469772404938	0.154244597308684	0.999963202828308
ENSMUSG00000000365.9	17.140350226862	-0.279398421292448	0.412366663004366	-0.677548517760491	0.498057997651809	0.999963202828308
ENSMUSG00000064128.8	276.463896803774	-0.0537417704391202	0.144899123857025	-0.370890927485168	0.710718772813192	0.999963202828308
ENSMUSG00000090038.7	120.764584360975	-0.157609514613331	0.184940088974218	-0.852219307817586	0.394092382254985	0.999963202828308
ENSMUSG00000054509.7	1353.51968287984	0.046677586186614	0.117607837177957	0.396891799957041	0.691447251341069	0.999963202828308
ENSMUSG00000110165.1	5.26833360234126	-0.0474763010153858	0.66702232760773	-0.0711764794825671	0.943257300583844	0.999963202828308
ENSMUSG00000079184.10	465.385792449252	-0.0545618568034302	0.120282711627668	-0.453613458369021	0.650107065095159	0.999963202828308
ENSMUSG00000097743.1	146.119773243195	-0.151347424590077	0.145310725165133	-1.04154338517053	0.297623428607807	0.999963202828308
ENSMUSG00000021938.12	637.949150166287	-0.135237448605489	0.0994367271325501	-1.36003519529777	0.173818786623496	0.999963202828308
ENSMUSG00000040123.17	971.999418163899	-0.066912847860931	0.106674554941759	-0.627261561086083	0.530487795733946	0.999963202828308
ENSMUSG00000100017.2	49.7631182406158	0.296377067621109	0.269691282386056	1.09894938019114	0.271790146047827	0.999963202828308
ENSMUSG00000114500.1	315.979327495451	0.214465297366459	0.1524226575124	1.40704342035902	0.159414513844972	0.999963202828308
ENSMUSG00000021945.9	1548.44311072488	-0.00381134258956063	0.126017886378802	-0.0302444573471418	0.975872092897739	0.999963202828308
ENSMUSG00000048582.7	5.12375247785918	0.956488676887117	0.712922853761384	1.34164401076593	0.179711448943364	0.999963202828308
ENSMUSG00000046352.7	14.6619957920369	0.407061987207677	0.437075336062683	0.931331405873012	0.3516821611365	0.999963202828308
ENSMUSG00000114321.1	31.6369364102397	-0.155964440558552	0.304453701168515	-0.51227638212296	0.608457592215864	0.999963202828308
ENSMUSG00000021947.11	215.015970542914	-0.0404012787055424	0.165320280688718	-0.244381866140272	0.80693508480531	0.999963202828308
ENSMUSG00000081238.3	5.61748570493446	0.107836170841213	0.804460946157825	0.134047738869423	0.893364824891433	0.999963202828308
ENSMUSG00000086486.1	17.2036100122155	-0.22822057613548	0.404088297314371	-0.564778979377197	0.572224106464459	0.999963202828308
ENSMUSG00000040040.16	239.950738057701	-0.0796205554200423	0.125528297639847	-0.634283718627982	0.52589568000226	0.999963202828308
ENSMUSG00000050222.11	23.2442883569654	0.436706262824152	0.349927573009917	1.24799043147073	0.21203456132373	0.999963202828308
ENSMUSG00000021951.7	189.511822601316	0.0733695173397262	0.181214796213393	0.404875975211917	0.68556867883149	0.999963202828308
ENSMUSG00000021952.16	837.596140667514	-0.0279802567673491	0.105702708314409	-0.264707094203518	0.7912351120091	0.999963202828308
ENSMUSG00000092358.1	43.7637009554103	-0.193744988806538	0.275563317564024	-0.703087009255229	0.482001527403299	0.999963202828308
ENSMUSG00000114942.1	1018.71216295251	-0.130489866286645	0.145249249339395	-0.898385822165158	0.368979892420865	0.999963202828308
ENSMUSG00000021959.16	1782.92650120458	-0.11108139574157	0.138548205259012	-0.801752686250297	0.422696032475718	0.999963202828308
ENSMUSG00000021963.17	421.164383644722	-0.0129494538059307	0.145704158020871	-0.0888749777756912	0.929181269684535	0.999963202828308
ENSMUSG00000021965.3	25.6650875848042	-0.304189905685968	0.338776210656989	-0.89790810605046	0.369234542742074	0.999963202828308
ENSMUSG00000021967.4	306.305616906991	0.0579193727446343	0.155967874082225	0.371354505441934	0.710373506111533	0.999963202828308
ENSMUSG00000021969.8	1519.67153227342	-0.12904343961144	0.225959665692666	-0.571090593606012	0.567938234487292	0.999963202828308
ENSMUSG00000021973.9	723.966140393909	-0.0918801782392622	0.177371709444499	-0.518009205227918	0.604451846776837	0.999963202828308
ENSMUSG00000097303.2	3.29914829186503	-0.349507222506275	0.93767358369908	-0.372738689222197	0.70934293834412	0.999963202828308
ENSMUSG00000021974.15	32.7452100965023	0.0363115353708874	0.274917215375809	0.132081708019812	0.894919664029366	0.999963202828308
ENSMUSG00000059835.1	188.043860375617	-0.110790623839718	0.168605110587179	-0.657101219849636	0.511115834608416	0.999963202828308
ENSMUSG00000035469.17	694.086211998319	-0.0734188834192494	0.155526043298216	-0.472068097807074	0.636878182657099	0.999963202828308
ENSMUSG00000090881.3	12.1708663912435	0.120159691382851	0.424352661161651	0.283159980790313	0.777054204113609	0.999963202828308
ENSMUSG00000044703.5	29.4573945368621	-0.224064620538089	0.384720509400306	-0.582408826832123	0.56029133739809	0.999963202828308
ENSMUSG00000091649.3	151.478021585071	-0.283755919868269	0.18595260444385	-1.52595829844347	0.127020250309755	0.999963202828308
ENSMUSG00000068245.14	466.7035772992	0.439011479326732	0.305806167784845	1.43558739350086	0.151119784044056	0.999963202828308
ENSMUSG00000091144.2	65.421240905205	0.0179043413625487	0.258158703589642	0.0693540102022229	0.944707835268226	0.999963202828308
ENSMUSG00000071350.12	246.256933553608	-0.0156569099789501	0.166017577054178	-0.0943087488491696	0.924863900316072	0.999963202828308
ENSMUSG00000021981.10	1003.54728419309	-0.0153382688329188	0.122066754289774	-0.125654760972078	0.900005213451396	0.999963202828308
ENSMUSG00000021982.14	722.730044012892	0.0346057331408338	0.140961576102704	0.245497632032862	0.806071141450126	0.999963202828308
ENSMUSG00000044461.6	23.6164780966866	0.229357136325899	0.399600048463628	0.573966738011483	0.565990309828674	0.999963202828308
ENSMUSG00000114593.1	21.8254504446185	0.657589903312582	0.577221692447776	1.13923283188474	0.254606055087101	0.999963202828308
ENSMUSG00000087286.1	4.04369557078312	1.36746697974418	0.799566840563612	1.71025974361349	0.0872178523750443	0.999963202828308
ENSMUSG00000021983.16	181.315264915868	0.254337714131044	0.528173582478454	0.481541906994978	0.630131402911106	0.999963202828308
ENSMUSG00000114584.1	61.4384765572393	-0.0687846052845968	0.24017442388205	-0.286394380270803	0.774576078423641	0.999963202828308
ENSMUSG00000076270.1	33.7282447108999	-0.161233504886682	0.282443656190949	-0.570851925163008	0.568100021361416	0.999963202828308
ENSMUSG00000063895.7	481.34217708374	-0.177967611918178	0.135746271145549	-1.31103131169886	0.189847185155214	0.999963202828308
ENSMUSG00000114797.1	1381.14215465984	-0.0992660860875385	0.181623957336432	-0.546547314260213	0.584689773540234	0.999963202828308
ENSMUSG00000021987.9	2974.6740569584	0.0208398631924931	0.221079606233985	0.0942640687103303	0.924899391799542	0.999963202828308
ENSMUSG00000021986.9	123.188813402251	0.590381741384903	0.553692189025278	1.06626344580409	0.28630456877046	0.999963202828308
ENSMUSG00000021990.16	872.563207051542	-0.025959710204677	0.181457914541381	-0.143061878950212	0.886241311385007	0.999963202828308
ENSMUSG00000071347.3	282.423329701175	0.364166965585863	0.23193429116374	1.57012990083803	0.11638489357095	0.999963202828308
ENSMUSG00000021993.10	615.079854865331	0.295094552573722	0.198460265820544	1.48692007114693	0.137035922500995	0.999963202828308
ENSMUSG00000060548.13	4.50175148982062	-0.674301429076621	0.725762880061534	-0.929093299755769	0.352840736520875	0.999963202828308
ENSMUSG00000048279.19	1119.49691242941	0.115191875652072	0.179762814155417	0.640799245346038	0.521653123309307	0.999963202828308
ENSMUSG00000035296.14	147.985335286842	0.417467130843811	0.564704349327994	0.739266717780025	0.459745054965169	0.999963202828308
ENSMUSG00000043157.8	368.854635587233	-0.229422980493803	0.279674058701528	-0.82032270550572	0.412032165908594	0.999963202828308
ENSMUSG00000021928.9	148.830830485457	0.00499955998171937	0.220698505708816	0.0226533476774675	0.98192678943498	0.999963202828308
ENSMUSG00000021929.9	1101.35384993111	-0.0886655464075027	0.19194965652633	-0.461920839099499	0.64413808927983	0.999963202828308
ENSMUSG00000115595.1	3.33832123711635	0.319174355679972	0.760042269666767	0.419942901096686	0.674527166392698	0.999963202828308
ENSMUSG00000115802.1	2.99844190699491	-0.267633639700275	1.01261940782658	-0.26429835102085	0.791550030812726	0.999963202828308
